SCH_YEAR,SCH_CD,DIST_NAME,SCH_NAME,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,ENROLLMENT_TOTAL,ENROLLMENT_MALE_CNT,ENROLLMENT_MALE_PCT,ENROLLMENT_FEMALE_CNT,ENROLLMENT_FEMALE_PCT,ENROLLMENT_WHITE_CNT,ENROLLMENT_WHITE_PCT,ENROLLMENT_BLACK_CNT,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC_CNT,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_ASIAN_CNT,ENROLLMENT_ASIAN_PCT,ENROLLMENT_AIAN_CNT,ENROLLMENT_AIAN_PCT,ENROLLMENT_HAWAIIAN_CNT,ENROLLMENT_HAWAIIAN_PCT,ENROLLMENT_OTHER_CNT,ENROLLMENT_OTHER_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_FAILURE_CNT,TRANSITION_FAILURE_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS
20122013,525044,Scott County,Elkhorn Crossing School,,,510,234,45.9%,276,54.1%,453,88.8%,31,6.1%,15,2.9%,5,1.0%,0,0.0%,0,0.0%,6,1.2%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,16.50,5.50,11.00,0,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20122013,525015,Scott County,Garth Elementary School,7896,508.95,538,272,50.6%,266,49.4%,444,82.5%,38,7.1%,39,7.2%,5,0.9%,1,0.2%,0,0.0%,11,2.0%,300,55.8%,47,8.7%,95.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,30.93,3.00,27.93,3,0.0%,11.6,17.2%,44.8%,37.9%,0.0%,0.0%,100.0%,0.0%,3.1:1,29.3%,403,29,2,6231
20122013,525018,Scott County,Georgetown Middle School,7705,490.11,515,253,49.1%,262,50.9%,417,81.0%,50,9.7%,29,5.6%,2,0.4%,0,0.0%,0,0.0%,17,3.3%,253,49.1%,44,8.5%,94.3%,0.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,31.12,8.17,22.95,2,0.0%,16,13.8%,55.2%,24.1%,3.4%,3.4%,100.0%,0.0%,4:1,52.5%,321,23,3,2033
20122013,525035,Scott County,Northern Elementary School,8756,347.36,369,195,52.8%,174,47.2%,332,90.0%,7,1.9%,21,5.7%,3,0.8%,0,0.0%,0,0.0%,6,1.6%,147,39.8%,14,3.8%,95.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,27.15,3.00,24.15,1,0.0%,11.2,14.3%,52.4%,33.3%,0.0%,0.0%,100.0%,0.0%,4.7:1,41.9%,369,20,12,2146
20122013,525013,Scott County,Royal Spring Middle School,6468,681.87,714,367,51.4%,347,48.6%,589,82.5%,65,9.1%,38,5.3%,13,1.8%,1,0.1%,1,0.1%,7,1.0%,215,30.1%,45,6.3%,95.2%,0.1%,0.4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,37.60,7.67,29.93,3,0.0%,9.8,4.7%,62.8%,32.6%,0.0%,0.0%,100.0%,0.0%,6:1,86%,422,9,7,3671
20122013,525040,Scott County,Scott County High School,6786,1555.57,1630,836,51.3%,794,48.7%,"1,390",85.3%,123,7.5%,65,4.0%,19,1.2%,1,0.1%,0,0.0%,32,2.0%,398,24.4%,69,4.2%,92.9%,4.1%,2.8%,77.5%,354,74.2%,329,69.0%,25,5.2%,17,3.6%,47,9.9%,41,8.6%,5,1.0%,13,2.7%,20:1,80.00,28.00,52.00,7,0.0%,10.3,16.8%,48.4%,34.7%,0.0%,0.0%,100.0%,0.0%,3.8:1,66%,480,23,6,10125
20122013,525060,Scott County,Scott County Middle School,6141,713.17,746,370,49.6%,376,50.4%,672,90.1%,13,1.7%,46,6.2%,4,0.5%,1,0.1%,1,0.1%,9,1.2%,231,31.0%,27,3.6%,95.1%,0.7%,0.4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,39.40,12.17,27.23,0,0.0%,14.5,12.5%,43.8%,41.7%,0.0%,2.1%,100.0%,0.0%,4.2:1,48.5%,229,16,7,3187
20122013,525045,Scott County,Scott County Ninth Grade School,6786,629.18,652,332,50.9%,320,49.1%,544,83.4%,46,7.1%,47,7.2%,5,0.8%,0,0.0%,0,0.0%,10,1.5%,230,35.3%,34,5.2%,93.3%,4.1%,1.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,35.94,9.86,26.08,0,0.0%,10.1,22.5%,53.5%,22.5%,0.0%,1.4%,100.0%,0.0%,4:1,60.9%,555,20,2,705
20122013,525070,Scott County,Southern Elementary School,7316,654.04,690,359,52.0%,331,48.0%,515,74.6%,89,12.9%,49,7.1%,2,0.3%,2,0.3%,0,0.0%,33,4.8%,367,53.2%,50,7.2%,95.1%,0.8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,38.82,3.00,35.82,0,0.0%,11.9,16.7%,66.7%,16.7%,0.0%,0.0%,100.0%,0.0%,6.5:1,20.8%,280,62,7,2485
20122013,525050,Scott County,Stamping Ground Elementary School,9239,329.7,354,171,48.3%,183,51.7%,326,92.1%,9,2.5%,12,3.4%,4,1.1%,0,0.0%,0,0.0%,3,0.8%,131,37.0%,16,4.5%,95.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,23.64,2.00,21.64,2,0.0%,10.7,9.1%,54.5%,36.4%,0.0%,0.0%,100.0%,0.0%,3.3:1,59.4%,354,5,8,2510
20122013,525080,Scott County,Western Elementary School,6845,737.14,760,382,50.3%,378,49.7%,590,77.6%,12,1.6%,137,18.0%,7,0.9%,0,0.0%,0,0.0%,14,1.8%,236,31.1%,20,2.6%,96.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20:1,38.53,2.00,36.53,4,0.0%,14.3,8.6%,51.4%,40.0%,0.0%,0.0%,100.0%,0.0%,8.5:1,31%,760,48,3,3820
20122013,525,Scott County,---District---,9084,7980.96,8367,4239,50.7%,"4,128",49.3%,"6,963",83.2%,558,6.7%,567,6.8%,90,1.1%,9,0.1%,5,0.1%,175,2.1%,"3,003",35.9%,429,5.1%,94.7%,1.9%,1.8%,77.5%,354,74.2%,329,69.0%,25,5.2%,17,3.6%,47,9.9%,41,8.6%,5,1.0%,13,2.7%,17:1,488.43,89.37,399.06,32,0.0%,11.5,15.1%,51.8%,32.3%,0.2%,0.6%,100.0%,0.0%,4.7:1,53.6%,5559,291,66,50157
20122013,531120,Shelby County,Clear Creek Elementary,7489,618.16,648,357,55.1%,291,44.9%,408,63.0%,63,9.7%,134,20.7%,3,0.5%,4,0.6%,0,0.0%,36,5.6%,317,48.9%,37,5.7%,96.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,45.70,5.00,40.70,9,0.0%,9.9,15.6%,51.1%,31.1%,2.2%,0.0%,100.0%,2.2%,4.2:1,45.3%,425,7,2,3856
20122013,531065,Shelby County,Heritage Elementary School,7909,471.26,500,252,50.4%,248,49.6%,435,87.0%,18,3.6%,35,7.0%,4,0.8%,2,0.4%,0,0.0%,6,1.2%,232,46.4%,36,7.2%,95.3%,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,32.70,2.00,30.70,2,0.0%,13.1,11.1%,66.7%,22.2%,0.0%,0.0%,100.0%,0.0%,2.8:1,21.4%,590,7,2,1556
20122013,531040,Shelby County,Martha Layne Collins High School,6827,1135.21,1187,619,52.1%,568,47.9%,852,71.8%,145,12.2%,147,12.4%,9,0.8%,3,0.3%,1,0.1%,30,2.5%,418,35.2%,56,4.7%,95.1%,3.4%,1.3%,N/A,129,69.0%,118,63.1%,11,5.9%,12,6.4%,25,13.4%,5,2.7%,8,4.3%,8,4.3%,17:1,69.00,23.50,45.50,2,0.0%,10.5,19.2%,56.2%,24.7%,0.0%,0.0%,100.0%,0.0%,4.2:1,61.4%,612,24,2,1446
20122013,531014,Shelby County,Painted Stone Elementary,8014,561.61,581,291,50.1%,290,49.9%,333,57.3%,28,4.8%,185,31.8%,5,0.9%,0,0.0%,0,0.0%,30,5.2%,297,51.1%,34,5.9%,96.7%,1.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,39.00,2.00,37.00,4,0.0%,7,32.6%,34.9%,32.6%,0.0%,0.0%,100.0%,0.0%,3.3:1,46.7%,535,12,2,3574
20122013,531170,Shelby County,Shelby Co Education Center Cropper,18685,40.09,50,35,70.0%,15,30.0%,29,58.0%,12,24.0%,7,14.0%,0,0.0%,0,0.0%,0,0.0%,2,4.0%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:1,5.00,3.00,2.00,,53.5%,15.8,28.6%,57.1%,14.3%,0.0%,0.0%,100.0%,0.0%,.4:1,66.7%,17,0,0,0
20122013,531110,Shelby County,Shelby County East Middle School,7250,507.59,526,269,51.1%,257,48.9%,393,74.7%,39,7.4%,78,14.8%,6,1.1%,0,0.0%,0,0.0%,10,1.9%,242,46.0%,34,6.5%,95.6%,0.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,37.60,6.00,31.60,4,0.0%,10.3,22.7%,56.8%,18.2%,2.3%,0.0%,100.0%,0.0%,2:1,54.1%,81,7,3,2288
20122013,531090,Shelby County,Shelby County High School,7427,1138.66,1199,641,53.5%,558,46.5%,947,79.0%,88,7.3%,129,10.8%,8,0.7%,3,0.3%,0,0.0%,24,2.0%,441,36.8%,73,6.1%,94.5%,5.0%,1.3%,N/A,131,56.7%,126,54.5%,5,2.2%,15,6.5%,73,31.6%,2,0.9%,8,3.5%,2,0.9%,16:1,76.00,33.00,43.00,8,0.0%,11,14.5%,55.3%,30.3%,0.0%,0.0%,100.0%,1.2%,4:1,47.9%,118,52,2,1266
20122013,531080,Shelby County,Shelby County West Middle School,6626,537.8,566,283,50.0%,283,50.0%,404,71.4%,63,11.1%,78,13.8%,3,0.5%,0,0.0%,0,0.0%,18,3.2%,216,38.2%,42,7.4%,96.2%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,35.00,9.50,25.50,1,0.0%,11.7,10.5%,60.5%,28.9%,0.0%,0.0%,100.0%,0.0%,2.7:1,55.3%,203,4,2,5147
20122013,531100,Shelby County,Simpsonville Elementary,6730,624.25,645,309,47.9%,336,52.1%,470,72.9%,51,7.9%,89,13.8%,11,1.7%,0,0.0%,0,0.0%,24,3.7%,282,43.7%,32,5.0%,96.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,37.00,2.00,35.00,10,0.0%,11.4,17.1%,46.3%,36.6%,0.0%,0.0%,100.0%,0.0%,6.9:1,38.9%,726,17,2,9284
20122013,531015,Shelby County,Southside Elementary School,9197,339.63,349,188,53.9%,161,46.1%,199,57.0%,34,9.7%,92,26.4%,4,1.1%,1,0.3%,0,0.0%,19,5.4%,225,64.5%,13,3.7%,96.2%,1.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,25.40,1.00,24.40,5,0.0%,7.8,14.3%,53.6%,32.1%,0.0%,0.0%,100.0%,0.0%,1.9:1,51.7%,208,2,2,1203
20122013,531130,Shelby County,Wright Elementary,8611,475.65,501,252,50.3%,249,49.7%,337,67.3%,40,8.0%,87,17.4%,7,1.4%,0,0.0%,0,0.0%,30,6.0%,294,58.7%,35,7.0%,95.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,33.00,2.00,31.00,5,0.0%,13.5,7.9%,55.3%,34.2%,0.0%,2.6%,100.0%,0.0%,2.8:1,24.9%,350,10,1,1987
20122013,531,Shelby County,---District---,10537,6449.91,6752,3496,51.8%,"3,256",48.2%,"4,807",71.2%,581,8.6%,"1,061",15.7%,60,0.9%,13,0.2%,1,0.0%,229,3.4%,"2,964",43.9%,392,5.8%,95.5%,2.3%,1.2%,85.2%,260,60.7%,244,57.0%,16,3.7%,27,6.3%,106,24.8%,7,1.6%,18,4.2%,10,2.3%,15:1,441.40,89.00,352.40,50,2.5%,10.6,17.3%,52.9%,29.2%,0.4%,0.2%,100.0%,0.4%,3.2:1,47.6%,3865,142,20,31607
20122013,533012,Silver Grove Independent,Silver Grove School,16017,188.77,186,106,57.0%,80,43.0%,179,96.2%,0,0.0%,6,3.2%,0,0.0%,0,0.0%,0,0.0%,1,0.5%,139,74.7%,19,10.2%,93.7%,2.3%,0.9%,68.6%,8,66.7%,7,58.3%,1,8.3%,0,0.0%,2,16.7%,0,0.0%,2,16.7%,0,0.0%,9:1,20.53,2.57,17.96,1,1.5%,9,28.0%,40.0%,32.0%,0.0%,0.0%,100.0%,10.7%,3:1,16.1%,100,0,0,200
20122013,533,Silver Grove Independent,---District---,16017,188.77,186,106,57.0%,80,43.0%,179,96.2%,0,0.0%,6,3.2%,0,0.0%,0,0.0%,0,0.0%,1,0.5%,139,74.7%,19,10.2%,93.7%,2.3%,0.9%,68.6%,8,66.7%,7,58.3%,1,8.3%,0,0.0%,2,16.7%,0,0.0%,2,16.7%,0,0.0%,9:1,20.53,2.57,17.96,1,1.5%,9,28.0%,40.0%,32.0%,0.0%,0.0%,100.0%,10.7%,3:1,16.1%,100,0,0,200
20122013,535020,Simpson County,Franklin Elementary School,10477,203.63,218,112,51.4%,106,48.6%,175,80.3%,23,10.6%,15,6.9%,0,0.0%,0,0.0%,0,0.0%,5,2.3%,123,56.4%,17,7.8%,94.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,17.50,,17.50,3,0.0%,14.1,5.9%,76.5%,17.6%,0.0%,0.0%,100.0%,0.0%,1.4:1,19.7%,211,76,8,1629
20122013,535040,Simpson County,Franklin-Simpson High School,7500,801.48,829,401,48.4%,428,51.6%,686,82.8%,87,10.5%,22,2.7%,4,0.5%,3,0.4%,0,0.0%,27,3.3%,343,41.4%,78,9.4%,93.4%,0.0%,0.7%,81.5%,82,38.7%,75,35.4%,7,3.3%,8,3.8%,74,34.9%,23,10.8%,16,7.5%,9,4.2%,16:1,52.51,21.50,31.01,2,0.0%,11.8,26.4%,50.9%,22.6%,0.0%,0.0%,100.0%,0.0%,1.5:1,45.1%,312,36,44,1828
20122013,535030,Simpson County,Franklin-Simpson Middle School,6058,667.21,709,371,52.3%,338,47.7%,571,80.5%,89,12.6%,19,2.7%,3,0.4%,2,0.3%,1,0.1%,24,3.4%,378,53.3%,57,8.0%,95.0%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,41.00,6.50,34.50,3,0.0%,8.8,33.3%,51.1%,15.6%,0.0%,0.0%,100.0%,0.0%,2.6:1,13.9%,791,10,10,791
20122013,535007,Simpson County,Learning Opportunities Center,16005,45.01,58,41,70.7%,17,29.3%,49,84.5%,9,15.5%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,5.00,3.00,2.00,1,0.0%,18.4,0.0%,40.0%,40.0%,0.0%,20.0%,100.0%,0.0%,.6:1,35.9%,68,0,0,210
20122013,535045,Simpson County,Lincoln Elementary School,6505,414.87,433,228,52.7%,205,47.3%,360,83.1%,48,11.1%,14,3.2%,3,0.7%,1,0.2%,0,0.0%,7,1.6%,234,54.0%,38,8.8%,95.7%,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,24.50,3.00,21.50,1,0.0%,7.5,38.1%,38.1%,23.8%,0.0%,0.0%,100.0%,0.0%,1.4:1,57.1%,404,30,2,1042
20122013,535100,Simpson County,Simpson Elementary School,6684,613.8,638,313,49.1%,325,50.9%,508,79.6%,58,9.1%,30,4.7%,3,0.5%,2,0.3%,0,0.0%,37,5.8%,378,59.2%,52,8.2%,95.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,40.00,2.00,38.00,4,0.4%,10.5,15.9%,61.4%,22.7%,0.0%,0.0%,100.0%,0.0%,2.1:1,55.8%,477,90,3,1877
20122013,535,Simpson County,---District---,9715,2746,2885,1466,50.8%,"1,419",49.2%,"2,349",81.4%,314,10.9%,100,3.5%,13,0.5%,8,0.3%,1,0.0%,100,3.5%,"1,456",50.5%,242,8.4%,94.6%,0.1%,0.8%,83.7%,83,37.1%,76,33.9%,7,3.1%,10,4.5%,83,37.1%,23,10.3%,16,7.1%,9,4.0%,16:1,180.51,36.00,144.51,14,0.1%,10.6,24.3%,54.1%,21.1%,0.0%,0.5%,100.0%,0.0%,1.7:1,41.6%,2263,242,23,7377
20122013,536050,Somerset Independent,Hopkins Elementary School,6917,606.43,638,322,50.5%,316,49.5%,534,83.7%,24,3.8%,52,8.2%,13,2.0%,1,0.2%,0,0.0%,14,2.2%,407,63.8%,34,5.3%,96.0%,1.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,40.38,5.00,35.38,1,0.9%,11.6,15.8%,52.6%,31.6%,0.0%,0.0%,100.0%,0.0%,4.4:1,86.2%,387,14,2,1091
20122013,536090,Somerset Independent,Meece Middle School,7349,426.65,451,246,54.5%,205,45.5%,394,87.4%,19,4.2%,13,2.9%,14,3.1%,2,0.4%,0,0.0%,9,2.0%,234,51.9%,23,5.1%,95.3%,0.7%,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,26.93,8.00,18.93,0,0.0%,14,0.0%,55.2%,44.8%,0.0%,0.0%,100.0%,0.0%,2.2:1,89.6%,315,62,14,1200
20122013,536070,Somerset Independent,Somerset High School,8400,455.01,476,243,51.1%,233,48.9%,406,85.3%,33,6.9%,17,3.6%,15,3.2%,0,0.0%,0,0.0%,5,1.1%,217,45.6%,30,6.3%,93.2%,3.8%,0.8%,82.0%,59,50.0%,54,45.8%,5,4.2%,20,16.9%,17,14.4%,1,0.8%,20,16.9%,1,0.8%,14:1,32.85,14.71,18.14,2,0.0%,13.5,11.9%,35.7%,52.4%,0.0%,0.0%,100.0%,0.0%,1.6:1,74.7%,102,14,2,473
20122013,536,Somerset Independent,---District---,9216,1488.09,1565,811,51.8%,754,48.2%,"1,334",85.2%,76,4.9%,82,5.2%,42,2.7%,3,0.2%,0,0.0%,28,1.8%,858,54.8%,87,5.6%,94.9%,2.2%,0.7%,82.0%,59,50.0%,54,45.8%,5,4.2%,20,16.9%,17,14.4%,1,0.8%,20,16.9%,1,0.8%,16:1,100.16,27.71,72.45,3,0.4%,13,10.1%,46.8%,43.1%,0.0%,0.0%,100.0%,0.0%,2.4:1,82%,804,86,18,2764
20122013,537010,Southgate Independent,Southgate Public School,15979,183.95,180,87,48.3%,93,51.7%,122,67.8%,35,19.4%,6,3.3%,2,1.1%,0,0.0%,2,1.1%,13,7.2%,109,60.6%,15,8.3%,96.1%,1.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:1,17.40,1.00,16.40,2,0.0%,10,0.0%,66.7%,33.3%,0.0%,0.0%,100.0%,0.0%,2:1,78.3%,150,17,3,1000
20122013,537,Southgate Independent,---District---,15979,183.95,180,87,48.3%,93,51.7%,122,67.8%,35,19.4%,6,3.3%,2,1.1%,0,0.0%,2,1.1%,13,7.2%,109,60.6%,15,8.3%,96.1%,1.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:1,17.40,1.00,16.40,2,0.0%,10,0.0%,66.7%,33.3%,0.0%,0.0%,100.0%,0.0%,2:1,78.3%,150,17,3,1000
20122013,541042,Spencer County,Hillview Academy,10528,31.59,49,34,69.4%,15,30.6%,46,93.9%,2,4.1%,0,0.0%,0,0.0%,1,2.0%,0,0.0%,0,0.0%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25:1,2.00,2.00,,0,0.0%,7,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,.6:1,100%,45,0,0,0
20122013,541040,Spencer County,Spencer County Elementary School,6338,795.89,837,429,51.3%,408,48.7%,763,91.2%,11,1.3%,32,3.8%,3,0.4%,2,0.2%,0,0.0%,26,3.1%,271,32.4%,57,6.8%,95.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20:1,42.17,5.00,37.17,10,0.0%,13.7,6.4%,48.9%,44.7%,0.0%,0.0%,100.0%,2.1%,4.7:1,82.5%,716,8,2,6976
20122013,541050,Spencer County,Spencer County High School,6522,772.26,808,423,52.4%,385,47.6%,738,91.3%,23,2.8%,19,2.4%,3,0.4%,1,0.1%,0,0.0%,24,3.0%,273,33.8%,41,5.1%,94.3%,0.9%,1.4%,78.7%,91,53.2%,89,52.0%,2,1.2%,27,15.8%,30,17.5%,7,4.1%,2,1.2%,14,8.2%,19:1,43.17,16.50,26.67,3,0.0%,11.4,18.8%,47.9%,33.3%,0.0%,0.0%,100.0%,0.0%,4.2:1,78.1%,309,47,2,1902
20122013,541041,Spencer County,Spencer County Middle School,5739,644.44,681,351,51.5%,330,48.5%,621,91.2%,6,0.9%,23,3.4%,4,0.6%,1,0.1%,0,0.0%,26,3.8%,263,38.6%,49,7.2%,95.5%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22:1,31.62,9.84,21.78,6,0.0%,9.3,21.6%,51.4%,27.0%,0.0%,0.0%,100.0%,0.0%,3:1,19.5%,300,15,2,1100
20122013,541044,Spencer County,Taylorsville Elementary School,8363,412.68,437,231,52.9%,206,47.1%,400,91.5%,1,0.2%,17,3.9%,3,0.7%,1,0.2%,0,0.0%,15,3.4%,232,53.1%,38,8.7%,95.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,29.09,2.00,27.09,1,0.0%,12.6,17.2%,51.7%,31.0%,0.0%,0.0%,100.0%,0.0%,3.4:1,70.8%,262,45,7,585
20122013,541,Spencer County,---District---,8554,2656.86,2812,1468,52.2%,"1,344",47.8%,"2,568",91.3%,43,1.5%,91,3.2%,13,0.5%,6,0.2%,0,0.0%,91,3.2%,"1,039",36.9%,185,6.6%,95.1%,1.0%,0.9%,80.7%,95,52.8%,93,51.7%,2,1.1%,29,16.1%,32,17.8%,7,3.9%,2,1.1%,15,8.3%,18:1,152.05,36.34,115.71,22,0.0%,11.8,15.7%,50.6%,33.7%,0.0%,0.0%,100.0%,0.6%,3.6:1,62.5%,1632,115,13,10563
20122013,545020,Taylor County,Taylor County Elementary School,7793,1062.85,1112,551,49.6%,561,50.4%,"1,026",92.3%,22,2.0%,32,2.9%,8,0.7%,1,0.1%,2,0.2%,21,1.9%,610,54.9%,128,11.5%,96.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,71.00,3.00,68.00,1,0.7%,14.4,12.5%,33.3%,54.2%,0.0%,0.0%,100.0%,1.4%,2.1:1,87.4%,835,12,2,2544
20122013,545030,Taylor County,Taylor County High School,8082,831.15,873,441,50.5%,432,49.5%,826,94.6%,21,2.4%,14,1.6%,4,0.5%,3,0.3%,0,0.0%,5,0.6%,387,44.3%,73,8.4%,94.8%,0.0%,0.0%,93.1%,72,34.0%,71,33.5%,1,0.5%,58,27.4%,72,34.0%,8,3.8%,0,0.0%,2,0.9%,19:1,46.00,16.00,30.00,9,0.0%,13.5,5.6%,37.0%,55.6%,0.0%,1.9%,100.0%,0.0%,.7:1,88%,388,31,8,1217
