SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_TOTAL,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_TWO_OR_MORE_CNT,MEMBERSHIP_TWO_OR_MORE_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_UNKNOWN_CNT,TRANSITION_UNKNOWN_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,WHITE_FTE_TOTAL,BLACK_FTE_TOTAL,HISPANIC_FTE_TOTAL,ASIAN_FTE_TOTAL,AIAN_FTE_TOTAL,HAWAIIAN_FTE_TOTAL,TWO_OR_MORE_FTE_TOTAL,RACE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS,COOP,COOP_CODE
20162017,87,MONTGOMERY,435,Montgomery County,50,Mount Sterling Elementary School,435050,87435050,210425001060,10223,578.91,604,294,48.7%,310,51.3%,508,84.1%,20,3.3%,50,8.3%,2,0.3%,1,0.2%,1,0.2%,22,3.6%,383,63.4%,19,3.1%,94.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,45.00,2.00,43.00,44.00,1.00,0.00,0.00,0.00,0.00,0.00,45.00,1,0.0%,10.3,28.2%,56.4%,12.8%,2.6%,0.0%,100.0%,0.0%,1.7:1,100%,671,29,2,1796,CKEC,901
20162017,87,MONTGOMERY,435,Montgomery County,80,The Sterling School,435080,87435080,210425002317,16028,35.43,49,24,49.0%,25,51.0%,45,91.8%,1,2.0%,2,4.1%,0,0.0%,0,0.0%,0,0.0%,1,2.0%,43,87.8%,0,0.0%,81.7%,N/A,N/A,N/A,0,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,2,25.0%,N/A,0.0%,6,75.0%,N/A,0.0%,11:1,5.00,4.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0,0.0%,6.2,20.0%,20.0%,40.0%,20.0%,0.0%,100.0%,0.0%,.8:1,100%,52,,,80,CKEC,901
20162017,87,MONTGOMERY,435,Montgomery County,,---District Total---,435,,,10445,4360.22,4628,2400,51.9%,2228,48.1%,"4,155",89.8%,101,2.2%,260,5.6%,22,0.5%,6,0.1%,1,0.0%,83,1.8%,"2,773",59.9%,204,4.4%,93.3%,0.9%,0.6%,N/A,165,56.1%,160,54.4%,5,1.7%,16,5.4%,68,23.1%,31,10.5%,5,1.7%,9,3.1%,14:1,314.00,66.00,248.00,311.00,2.00,0.00,1.00,0.00,0.00,0.00,314.00,11,0.0%,9.8,31.4%,48.4%,18.3%,1.3%,0.7%,100.0%,0.0%,1:1,100%,3383,267,17,11818,CKEC,901
20162017,88,MORGAN,441,Morgan County,50,East Valley Elementary School,441050,88441050,210429001549,13960,141.81,152,77,50.7%,75,49.3%,150,98.7%,2,1.3%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,109,71.7%,7,4.6%,93.6%,1.7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,13.00,0.00,13.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0,0.0%,14.3,33.3%,11.1%,55.6%,0.0%,0.0%,100.0%,0.0%,1.4:1,100%,90,93,2,242,KEDC,903
20162017,88,MORGAN,441,Morgan County,90,Ezel Elementary School,441090,88441090,210429001066,12576,137.1,142,78,54.9%,64,45.1%,139,97.9%,2,1.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,0.7%,110,77.5%,7,4.9%,94.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,11.00,1.00,10.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,1,0.0%,15.3,25.0%,37.5%,37.5%,0.0%,0.0%,100.0%,0.0%,1.4:1,100%,64,5,2,61,KEDC,903
20162017,88,MORGAN,441,Morgan County,15,Morgan Central Elementary School,441015,88441015,210429002194,10068,318.6,335,192,57.3%,143,42.7%,327,97.6%,4,1.2%,0,0.0%,3,0.9%,0,0.0%,1,0.3%,0,0.0%,236,70.4%,8,2.4%,93.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,22.00,2.00,20.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,1,0.0%,14.1,40.0%,26.7%,33.3%,0.0%,0.0%,100.0%,0.0%,1.4:1,100%,146,23,2,1909,KEDC,903
20162017,88,MORGAN,441,Morgan County,150,Morgan County High School,441150,88441150,210429001068,10742,538.33,585,315,53.8%,270,46.2%,576,98.5%,3,0.5%,4,0.7%,0,0.0%,2,0.3%,0,0.0%,0,0.0%,385,65.8%,32,5.5%,91.9%,5.3%,0.7%,N/A,49,38.9%,49,38.9%,N/A,0.0%,1,0.8%,36,28.6%,37,29.4%,2,1.6%,1,0.8%,20:1,30.00,8.00,22.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,1,0.0%,16.1,8.3%,36.1%,55.6%,0.0%,0.0%,100.0%,0.0%,1:1,100%,178,2,7,1050,KEDC,903
20162017,88,MORGAN,441,Morgan County,140,Morgan County Middle School,441140,88441140,210429001067,10196,439.05,465,237,51.0%,228,49.0%,461,99.1%,1,0.2%,1,0.2%,1,0.2%,0,0.0%,0,0.0%,1,0.2%,313,67.3%,17,3.7%,93.1%,0.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,27.00,5.00,22.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0,0.0%,14.3,25.0%,28.6%,46.4%,0.0%,0.0%,100.0%,0.0%,1.3:1,100%,215,2,2,248,KEDC,903
20162017,88,MORGAN,441,Morgan County,230,Woodsbend Youth Development Center,441230,88441230,210429001070,12687,18.41,32,32,100.0%,0,0.0%,8,25.0%,23,71.9%,1,3.1%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,26,81.3%,0,0.0%,99.8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,2.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,,0.0%,22.5,50.0%,0.0%,50.0%,0.0%,0.0%,100.0%,0.0%,.4:1,100%,,,,,KEDC,903
20162017,88,MORGAN,441,Morgan County,18,Wrigley Elementary School,441018,88441018,210429002214,10324,273.27,292,145,49.7%,147,50.3%,287,98.3%,0,0.0%,3,1.0%,1,0.3%,0,0.0%,0,0.0%,1,0.3%,209,71.6%,10,3.4%,93.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,17.00,0.00,17.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0,0.0%,17.9,23.1%,23.1%,53.8%,0.0%,0.0%,100.0%,0.0%,1.3:1,100%,167,8,2,625,KEDC,903
20162017,88,MORGAN,441,Morgan County,,---District Total---,441,,,10764,1866.56,2003,1076,53.7%,927,46.3%,"1,948",97.3%,35,1.7%,9,0.4%,5,0.2%,2,0.1%,1,0.0%,3,0.1%,"1,388",69.3%,81,4.0%,93.0%,3.2%,0.8%,N/A,49,38.9%,49,38.9%,N/A,0.0%,1,0.8%,36,28.6%,37,29.4%,2,1.6%,1,0.8%,17:1,116.00,17.00,99.00,116.00,0.00,0.00,0.00,0.00,0.00,0.00,116.00,2,0.0%,15.5,22.5%,28.8%,48.6%,0.0%,0.0%,100.0%,0.0%,1.2:1,100%,860,133,17,4135,KEDC,903
20162017,89,MUHLENBERG,445,Muhlenberg County,10,Bremen Elementary School,445010,89445010,210008101072,9418,346.81,370,207,55.9%,163,44.1%,353,95.4%,0,0.0%,7,1.9%,0,0.0%,0,0.0%,0,0.0%,10,2.7%,198,53.5%,17,4.6%,95.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,25.00,1.00,24.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,2,0.0%,11.7,26.1%,43.5%,30.4%,0.0%,0.0%,100.0%,0.0%,1.2:1,100%,,,,,WKEC,908
20162017,89,MUHLENBERG,445,Muhlenberg County,30,Central City Elementary,445030,89445030,210008101514,10714,349.9,365,187,51.2%,178,48.8%,306,83.8%,10,2.7%,20,5.5%,9,2.5%,0,0.0%,2,0.5%,18,4.9%,246,67.4%,12,3.3%,94.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,30.00,0.00,30.00,28.00,2.00,0.00,0.00,0.00,0.00,0.00,30.00,8,0.0%,14.8,19.2%,38.5%,42.3%,0.0%,0.0%,100.0%,0.0%,1.1:1,100%,210,4,2,675,WKEC,908
20162017,89,MUHLENBERG,445,Muhlenberg County,40,Greenville Elementary School,445040,89445040,210008101516,9138,464.46,478,249,52.1%,229,47.9%,431,90.2%,11,2.3%,10,2.1%,1,0.2%,0,0.0%,1,0.2%,24,5.0%,270,56.5%,18,3.8%,94.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,35.00,4.00,31.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,1,0.0%,10.4,20.0%,56.7%,23.3%,0.0%,0.0%,100.0%,0.0%,1.1:1,100%,450,11,2,1319,WKEC,908
20162017,89,MUHLENBERG,445,Muhlenberg County,115,Longest Elementary,445115,89445115,210008101080,9323,387.06,404,210,52.0%,194,48.0%,379,93.8%,3,0.7%,5,1.2%,3,0.7%,1,0.2%,0,0.0%,13,3.2%,207,51.2%,31,7.7%,95.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,31.00,1.00,30.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,3,0.0%,11.2,23.1%,57.7%,19.2%,0.0%,0.0%,100.0%,0.0%,1.1:1,100%,360,5,2,748,WKEC,908
20162017,89,MUHLENBERG,445,Muhlenberg County,902,Muhlenberg County Career & Tech Center,445902,89445902,210008102139,8942,,302,147,48.7%,155,51.3%,276,91.4%,13,4.3%,6,2.0%,0,0.0%,0,0.0%,0,0.0%,7,2.3%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0:1,3.00,1.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,100%,,,,,WKEC,908
20162017,89,MUHLENBERG,445,Muhlenberg County,175,Muhlenberg County High School,445175,89445175,210008102258,8942,1278.72,1356,702,51.8%,654,48.2%,"1,253",92.4%,46,3.4%,24,1.8%,1,0.1%,0,0.0%,3,0.2%,29,2.1%,633,46.7%,56,4.1%,91.9%,4.1%,0.7%,N/A,186,59.1%,181,57.5%,5,1.6%,23,7.3%,64,20.3%,3,1.0%,31,9.8%,7,2.2%,17:1,81.00,28.00,53.00,79.00,1.00,1.00,0.00,0.00,0.00,0.00,81.00,1,0.0%,12.9,21.6%,48.9%,26.1%,3.4%,0.0%,100.0%,1.1%,1.2:1,100%,251,5,2,375,WKEC,908
20162017,89,MUHLENBERG,445,Muhlenberg County,150,Muhlenberg North Middle,445150,89445150,210008101081,7738,562,582,311,53.4%,271,46.6%,537,92.3%,10,1.7%,17,2.9%,3,0.5%,0,0.0%,0,0.0%,15,2.6%,313,53.8%,23,4.0%,94.0%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,36.00,6.00,30.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,1,0.0%,13.2,21.1%,60.5%,18.4%,0.0%,0.0%,100.0%,0.0%,1.4:1,100%,325,10,2,11500,WKEC,908
20162017,89,MUHLENBERG,445,Muhlenberg County,12,Muhlenberg South Elementary,445012,89445012,210008101967,9055,453.64,481,258,53.6%,223,46.4%,451,93.8%,7,1.5%,3,0.6%,1,0.2%,2,0.4%,2,0.4%,15,3.1%,343,71.3%,11,2.3%,94.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,31.00,0.00,31.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,8,0.0%,15.7,11.5%,38.5%,50.0%,0.0%,0.0%,100.0%,0.0%,1:1,100%,,,,,WKEC,908
20162017,89,MUHLENBERG,445,Muhlenberg County,45,Muhlenberg South Middle School,445045,89445045,210008101517,7764,460.01,479,235,49.1%,244,50.9%,440,91.9%,19,4.0%,7,1.5%,1,0.2%,0,0.0%,2,0.4%,10,2.1%,237,49.5%,18,3.8%,94.3%,0.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,26.00,8.00,18.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,6,0.0%,14.4,21.4%,39.3%,39.3%,0.0%,0.0%,100.0%,0.0%,1.3:1,100%,170,2,2,440,WKEC,908
20162017,89,MUHLENBERG,445,Muhlenberg County,35,The Renaissance Center,445035,89445035,210008101515,14068,58.07,77,50,64.9%,27,35.1%,73,94.8%,1,1.3%,1,1.3%,0,0.0%,0,0.0%,0,0.0%,2,2.6%,60,77.9%,2,2.6%,80.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,7.00,6.00,1.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0,0.0%,8.5,12.5%,25.0%,50.0%,12.5%,0.0%,100.0%,0.0%,1.5:1,100%,85,,,0,WKEC,908
20162017,89,MUHLENBERG,445,Muhlenberg County,,---District Total---,445,,,10324,4445.16,4703,2481,52.8%,2222,47.2%,"4,253",90.4%,178,3.8%,101,2.1%,20,0.4%,4,0.1%,10,0.2%,137,2.9%,"2,511",53.4%,188,4.0%,93.9%,2.2%,1.1%,N/A,186,59.2%,181,57.6%,5,1.6%,23,7.3%,64,20.4%,3,1.0%,31,9.9%,7,2.2%,15:1,300.00,55.00,245.00,296.00,3.00,1.00,0.00,0.00,0.00,0.00,300.00,28,0.0%,12.8,20.4%,48.0%,30.3%,1.4%,0.0%,100.0%,0.3%,.9:1,100%,1851,37,12,15057,WKEC,908
20162017,18,CALLOWAY,446,Murray Independent,20,Murray Elementary School,446020,18446020,210438001084,9044,523.5,540,271,50.2%,269,49.8%,426,78.9%,42,7.8%,27,5.0%,18,3.3%,0,0.0%,1,0.2%,26,4.8%,216,40.0%,27,5.0%,96.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,39.00,2.00,37.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,5,0.0%,13.9,15.6%,62.5%,21.9%,0.0%,0.0%,100.0%,0.0%,1.5:1,100%,540,4,8,6250,WKEC,908
20162017,18,CALLOWAY,446,Murray Independent,50,Murray High School,446050,18446050,210438001086,10353,439.35,459,234,51.0%,225,49.0%,365,79.5%,36,7.8%,23,5.0%,22,4.8%,0,0.0%,1,0.2%,12,2.6%,157,34.2%,18,3.9%,96.0%,0.9%,0.2%,N/A,89,73.6%,78,64.5%,11,9.1%,3,2.5%,15,12.4%,4,3.3%,8,6.6%,2,1.7%,16:1,33.00,15.00,18.00,31.00,2.00,0.00,0.00,0.00,0.00,0.00,33.00,4,0.0%,12.8,26.5%,35.3%,38.2%,0.0%,0.0%,100.0%,5.6%,1.2:1,100%,279,0,38,11880,WKEC,908
20162017,18,CALLOWAY,446,Murray Independent,30,Murray Middle School,446030,18446030,210438001085,8436,564.64,583,290,49.7%,293,50.3%,480,82.3%,41,7.0%,20,3.4%,22,3.8%,0,0.0%,2,0.3%,18,3.1%,253,43.4%,23,3.9%,96.8%,0.0%,0.4%,N/A,1,100.0%,1,100.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,18:1,36.00,8.00,28.00,35.00,1.00,0.00,0.00,0.00,0.00,0.00,36.00,5,0.0%,14.3,22.9%,48.6%,28.6%,0.0%,0.0%,100.0%,0.0%,1.5:1,100%,525,44,7,5691,WKEC,908
20162017,18,CALLOWAY,446,Murray Independent,,---District Total---,446,,,11268,1527.49,1582,795,50.3%,787,49.7%,"1,271",80.3%,119,7.5%,70,4.4%,62,3.9%,0,0.0%,4,0.3%,56,3.5%,626,39.6%,68,4.3%,96.4%,0.4%,0.3%,N/A,89,73.6%,78,64.5%,11,9.1%,3,2.5%,15,12.4%,4,3.3%,8,6.6%,2,1.7%,15:1,104.00,26.00,78.00,101.00,3.00,0.00,0.00,0.00,0.00,0.00,104.00,14,0.0%,13.6,21.4%,48.5%,30.1%,0.0%,0.0%,100.0%,1.9%,1.4:1,100%,1344,48,53,23821,WKEC,908
20162017,90,NELSON,451,Nelson County,13,Bloomfield Elementary School,451013,90451013,210441002006,12547,290.78,309,171,55.3%,138,44.7%,281,90.9%,5,1.6%,9,2.9%,2,0.6%,0,0.0%,0,0.0%,12,3.9%,172,55.7%,12,3.9%,95.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,23.00,2.00,21.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,1,0.0%,21.1,21.4%,50.0%,21.4%,7.1%,0.0%,100.0%,0.0%,1.3:1,100%,309,15,2,478,CKEC,901
20162017,90,NELSON,451,Nelson County,10,Bloomfield Middle School,451010,90451010,210441001087,9360,385.69,408,211,51.7%,197,48.3%,379,92.9%,6,1.5%,14,3.4%,3,0.7%,1,0.2%,0,0.0%,5,1.2%,197,48.3%,29,7.1%,94.9%,0.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21:1,21.00,3.00,18.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,1,0.0%,15,20.8%,25.0%,54.2%,0.0%,0.0%,100.0%,4.0%,1.2:1,100%,200,26,2,350,CKEC,901
20162017,90,NELSON,451,Nelson County,30,Boston School,451030,90451030,210441001089,11402,319.93,338,157,46.4%,181,53.6%,316,93.5%,5,1.5%,7,2.1%,0,0.0%,2,0.6%,0,0.0%,8,2.4%,172,50.9%,30,8.9%,95.8%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,27.00,2.00,25.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,4,0.0%,9.2,28.6%,66.7%,4.8%,0.0%,0.0%,100.0%,0.0%,1.4:1,100%,328,25,2,525,CKEC,901
20162017,90,NELSON,451,Nelson County,50,Coxs Creek Elementary School,451050,90451050,210441001091,10331,454.05,483,278,57.6%,205,42.4%,461,95.4%,3,0.6%,14,2.9%,1,0.2%,0,0.0%,0,0.0%,4,0.8%,203,42.0%,28,5.8%,95.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,30.00,0.00,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,1,0.0%,9,36.4%,54.5%,9.1%,0.0%,0.0%,100.0%,0.0%,1.9:1,100%,398,31,2,1500,CKEC,901
20162017,90,NELSON,451,Nelson County,70,Foster Heights Elementary School,451070,90451070,210441001093,11029,641.52,672,357,53.1%,315,46.9%,609,90.6%,10,1.5%,28,4.2%,3,0.4%,0,0.0%,0,0.0%,22,3.3%,359,53.4%,44,6.5%,95.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,44.00,5.00,39.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,3,0.0%,12,41.9%,38.7%,19.4%,0.0%,0.0%,100.0%,0.0%,2.2:1,100%,610,23,2,520,CKEC,901
20162017,90,NELSON,451,Nelson County,19,Horizons Academy,451019,90451019,210441002212,23113,29.43,40,26,65.0%,14,35.0%,39,97.5%,0,0.0%,1,2.5%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,35,87.5%,0,0.0%,78.0%,N/A,N/A,N/A,4,16.7%,4,16.7%,N/A,0.0%,1,4.2%,16,66.7%,N/A,0.0%,3,12.5%,N/A,0.0%,11:1,7.00,2.00,5.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,7.00,3,0.0%,15.3,11.1%,11.1%,77.8%,0.0%,0.0%,100.0%,0.0%,.3:1,100%,12,,,0,CKEC,901
20162017,90,NELSON,451,Nelson County,100,Nelson County High School,451100,90451100,210441001096,10037,791.26,832,426,51.2%,406,48.8%,756,90.9%,23,2.8%,34,4.1%,2,0.2%,1,0.1%,0,0.0%,16,1.9%,390,46.9%,34,4.1%,92.8%,2.2%,0.6%,N/A,160,78.1%,160,78.1%,N/A,0.0%,7,3.4%,28,13.7%,1,0.5%,N/A,0.0%,9,4.4%,22:1,40.00,17.00,23.00,39.00,0.00,1.00,0.00,0.00,0.00,0.00,40.00,3,0.0%,12.5,24.1%,46.6%,29.3%,0.0%,0.0%,100.0%,1.5%,1.8:1,100%,514,23,2,445,CKEC,901
20162017,90,NELSON,451,Nelson County,90,Old Kentucky Home Middle School,451090,90451090,210441001095,9852,376.33,395,212,53.7%,183,46.3%,369,93.4%,9,2.3%,13,3.3%,0,0.0%,0,0.0%,0,0.0%,4,1.0%,209,52.9%,22,5.6%,94.3%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,23.00,6.00,17.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,1,0.0%,10.7,33.3%,38.1%,28.6%,0.0%,0.0%,100.0%,4.5%,1.1:1,100%,,,,,CKEC,901
20162017,90,NELSON,451,Nelson County,11,The New Haven School,451011,90451011,210441001937,13248,305.23,314,185,58.9%,129,41.1%,304,96.8%,4,1.3%,5,1.6%,0,0.0%,0,0.0%,0,0.0%,1,0.3%,189,60.2%,23,7.3%,94.9%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,28.00,7.00,21.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,1,0.0%,10.1,45.8%,50.0%,4.2%,0.0%,0.0%,100.0%,8.0%,1:1,100%,295,15,2,380,CKEC,901
20162017,90,NELSON,451,Nelson County,101,Thomas Nelson High School,451101,90451101,210441002324,9627,638.73,680,343,50.4%,337,49.6%,654,96.2%,3,0.4%,16,2.4%,4,0.6%,0,0.0%,0,0.0%,3,0.4%,265,39.0%,48,7.1%,93.2%,1.2%,0.1%,N/A,68,35.2%,67,34.7%,1,0.5%,31,16.1%,77,39.9%,6,3.1%,9,4.7%,2,1.0%,19:1,38.00,14.00,24.00,36.00,2.00,0.00,0.00,0.00,0.00,0.00,38.00,2,0.0%,11.2,17.8%,42.2%,37.8%,2.2%,0.0%,100.0%,5.6%,.8:1,100%,542,53,2,680,CKEC,901
20162017,90,NELSON,451,Nelson County,,---District Total---,451,,,10160,4232.94,4471,2366,52.9%,2105,47.1%,"4,168",93.2%,68,1.5%,141,3.2%,15,0.3%,4,0.1%,0,0.0%,75,1.7%,"2,191",49.0%,270,6.0%,94.3%,1.1%,0.4%,N/A,232,55.0%,231,54.7%,1,0.2%,39,9.2%,121,28.7%,7,1.7%,12,2.8%,11,2.6%,16:1,265.00,57.00,208.00,261.00,3.00,1.00,0.00,0.00,0.00,0.00,265.00,8,0.0%,12.1,28.3%,44.6%,26.4%,0.7%,0.0%,100.0%,2.6%,1.3:1,100%,3208,211,16,4878,CKEC,901
20162017,19,CAMPBELL,452,Newport Independent,18,Campbell Regional Juvenile Detention Center,452018,19452018,210444002401,17794,21.89,22,20,90.9%,2,9.1%,8,36.4%,10,45.5%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,4,18.2%,15,68.2%,0,0.0%,100.0%,N/A,N/A,N/A,0,0.0%,N/A,0.0%,N/A,0.0%,1,33.3%,N/A,0.0%,1,33.3%,1,33.3%,N/A,0.0%,11:1,2.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,.6:1,100%,0,,,0,NKCES,905
