SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,SCHOOL TYPE,MEMBERSHIP,Personnel Spending per Student - Federal Funds,Non-Personnel Spending per Student - Federal Funds,Total Spending per Student - Federal Funds,Personnel Spending per Student - State/Local Funds,Non-Personnel Spending per Student - State/Local Funds,Total Spending per Student - State/Local Funds,Total Spending per Student - All Fund Sources
20202021,005,BARREN,197,Glasgow Independent,035,Glasgow Middle School,197035,005197035,210222000402,GRREC,902,A1,534,1981,694,2675,15290,1715,17697,16508
20202021,005,BARREN,197,Glasgow Independent,065,South Green Elementary School,197065,005197065,210222001565,GRREC,902,A1,463,1750,677,2427,15610,1621,17924,16505
20202021,041,GRANT,201,Grant County,"",---District Total---,201,"","",OVEC,906,"",3349,619,324,943,8840,1735,10575,13994
20202021,041,GRANT,201,Grant County,016,Sherman Elementary,201016,041201016,210225002201,OVEC,906,A1,367,1562,1165,2727,8653,1416,10069,12234
20202021,041,GRANT,201,Grant County,020,Crittenden-Mt. Zion Elementary,201020,041201020,210225000465,OVEC,906,A1,452,1420,877,2297,8095,1186,9281,11016
20202021,041,GRANT,201,Grant County,030,Dry Ridge Elementary,201030,041201030,210225000466,OVEC,906,A1,353,2202,1265,3468,10238,1475,11713,14620
20202021,041,GRANT,201,Grant County,040,Grant County High School,201040,041201040,210225000467,OVEC,906,A1,1055,1326,1265,3468,10238,1441,8561,10095
20202021,041,GRANT,201,Grant County,050,Mason-Corinth Elementary,201050,041201050,210225001701,OVEC,906,A1,270,1962,803,2765,8435,1524,9959,12163
20202021,041,GRANT,201,Grant County,080,Grant County Middle School,201080,041201080,210225000469,OVEC,906,A1,852,1208,731,1939,7545,1292,8717,10095
20202021,042,GRAVES,205,Graves County,"",---District Total---,205,"","",WKEC,908,"",3779,588,773,1361,9088,1274,10362,12721
20202021,042,GRAVES,205,Graves County,011,Mayfield Youth Development Center,205011,042205011,210228001754,WKEC,908,A6,9,,,,,,,
20202021,042,GRAVES,205,Graves County,012,Gateway Academy High School,205012,042205012,210228001924,WKEC,908,A5,34,,,,,,,
20202021,042,GRAVES,205,Graves County,013,Graves County Central Elementary,205013,042205013,210228001992,WKEC,908,A1,443,1219,1455,2685,15606,1668,17274,19948
20202021,042,GRAVES,205,Graves County,040,Fancy Farm Elementary School,205040,042205040,210228000471,WKEC,908,A1,170,1094,1446,2551,18127,1870,19997,22537
20202021,042,GRAVES,205,Graves County,060,Farmington Elementary School,205060,042205060,210228000473,WKEC,908,A1,247,1104,1462,2577,16790,1571,18361,20927
20202021,042,GRAVES,205,Graves County,100,Graves County Middle School,205100,042205100,210228001436,WKEC,908,A1,598,1028,1334,2373,15092,1612,16704,19066
20202021,042,GRAVES,205,Graves County,110,Lowes Elementary School,205110,042205110,210228000475,WKEC,908,A1,224,1411,1424,2847,16887,1679,18566,21401
20202021,042,GRAVES,205,Graves County,150,Sedalia Elementary School,205150,042205150,210228000477,WKEC,908,A1,340,1209,1436,2656,15494,1602,17097,19741
20202021,042,GRAVES,205,Graves County,170,Symsonia Elementary School,205170,042205170,210228000479,WKEC,908,A1,253,978,1416,2405,16396,1611,18006,20400
20202021,042,GRAVES,205,Graves County,200,Wingo Elementary School,205200,042205200,210228000481,WKEC,908,A1,369,1287,1436,2734,15877,1697,17574,20297
20202021,042,GRAVES,205,Graves County,215,Graves County High School,205215,042205215,210228001490,WKEC,908,A1,1092,951,1384,2346,15880,1634,17514,19850
20202021,043,GRAYSON,211,Grayson County,"",---District Total---,211,"","",GRREC,902,"",3895,1342,694,2037,8276,1259,9535,12340
20202021,043,GRAYSON,211,Grayson County,010,H W Wilkey Elementary School,211010,043211010,210230000483,GRREC,902,A1,428,2306,1001,3307,17862,2650,20505,21412
20202021,043,GRAYSON,211,Grayson County,030,Caneyville Elementary School,211030,043211030,210230000484,GRREC,902,A1,331,2187,1093,3280,18621,2931,21545,22430
20202021,043,GRAYSON,211,Grayson County,050,Oran P Lawler Elementary School,211050,043211050,210230001702,GRREC,902,A1,368,2173,1142,3315,18224,2817,21033,22003
20202021,043,GRAYSON,211,Grayson County,080,Clarkson Elementary School,211080,043211080,210230000485,GRREC,902,A1,525,2263,1063,3326,18128,2854,20975,21841
20202021,043,GRAYSON,211,Grayson County,085,Grayson County High School,211085,043211085,210230000486,GRREC,902,A1,1312,2335,837,3172,16092,2995,19081,19814
20202021,043,GRAYSON,211,Grayson County,095,Grayson County Middle School,211095,043211095,210230000487,GRREC,902,A1,931,2941,832,3774,16591,2623,19207,20001
20202021,043,GRAYSON,211,Grayson County,220,Grayson Co. Alternative Education,211220,043211220,210230001852,GRREC,902,A5,0,,,,,,,
20202021,043,GRAYSON,211,Grayson County,908,Grayson County Area Vocational Ed Center,211908,043211908,210230002381,GRREC,902,A2,0,,,,,,,
20202021,044,GREEN,215,Green County,"",---District Total---,215,"","",GRREC,902,"",1590,1072,453,1525,9807,2054,11861,14710
20202021,044,GREEN,215,Green County,030,Green County Primary School,215030,044215030,210234002244,GRREC,902,A1,388,1092,379,1471,9088,1680,10768,12238
20202021,044,GREEN,215,Green County,040,Green County Intermediate School,215040,044215040,210234002257,GRREC,902,A1,341,1440,474,1914,8757,1702,10458,12372
20202021,044,GREEN,215,Green County,055,Green County Middle School,215055,044215055,210234001526,GRREC,902,A1,395,777,386,1163,8314,2029,10343,11507
20202021,044,GREEN,215,Green County,065,Green County High School,215065,044215065,210234000490,GRREC,902,A1,466,885,504,1389,11192,2340,13532,14921
20202021,045,GREENUP,221,Greenup County,"",---District Total---,221,"","",KEDC,903,"",2642,785,367,1152,9147,1654,10801,13108
20202021,045,GREENUP,221,Greenup County,010,Argillite Elementary School,221010,045221010,210240000493,KEDC,903,A1,202,835,366,1202,10578,1644,12222,13424
20202021,045,GREENUP,221,Greenup County,024,Wurtland Middle School,221024,045221024,210240001610,KEDC,903,A1,299,1327,411,1738,10182,1744,11926,13664
20202021,045,GREENUP,221,Greenup County,027,Greenup County High School,221027,045221027,210240000496,KEDC,903,A1,880,439,307,746,7812,1794,9606,10352
20202021,045,GREENUP,221,Greenup County,040,Greysbranch Elementary School,221040,045221040,210240000497,KEDC,903,A1,286,1151,390,1541,9970,1595,11565,13106
20202021,045,GREENUP,221,Greenup County,060,Mckell Elementary School,221060,045221060,210240000499,KEDC,903,A1,439,584,477,1060,9622,1391,11013,12074
20202021,045,GREENUP,221,Greenup County,105,Mckell Middle School,221105,045221105,210240001611,KEDC,903,A1,346,780,346,1126,8331,1564,9894,11021
20202021,045,GREENUP,221,Greenup County,110,Wurtland Elementary School,221110,045221110,210240000504,KEDC,903,A1,190,1407,322,1729,11327,1710,13037,14766
20202021,046,HANCOCK,225,Hancock County,"",---District Total---,225,"","",GRREC,902,"",1496,396,207,603,10220,1839,12059,13964
20202021,046,HANCOCK,225,Hancock County,005,Hancock County High School,225005,046225005,210246000507,GRREC,902,A1,497,539,413,951,18015,2581,20818,23217
20202021,046,HANCOCK,225,Hancock County,006,North Hancock Elementary School,225006,046225006,210246001993,GRREC,902,A1,419,579,16,595,17689,2231,20142,22099
20202021,046,HANCOCK,225,Hancock County,007,Hancock County Middle School,225007,046225007,210246000508,GRREC,902,A1,369,530,336,866,17957,2232,20411,22612
20202021,046,HANCOCK,225,Hancock County,070,South Hancock Elementary School,225070,046225070,210246000511,GRREC,902,A1,211,1038,475,1513,18672,2518,21413,24772
20202021,047,HARDIN,231,Hardin County,"",---District Total---,231,"","",GRREC,902,"",14111,601,424,1025,9041,1330,10371,14069
20202021,047,HARDIN,231,Hardin County,005,East Hardin Middle School,231005,047231005,210249000512,GRREC,902,A1,769,886,509,1622,17247,2861,17880,17946
20202021,047,HARDIN,231,Hardin County,008,Woodland Elementary School,231008,047231008,210249001471,GRREC,902,A1,542,1194,540,1735,16515,2395,18910,20645
20202021,047,HARDIN,231,Hardin County,013,John Hardin High School,231013,047231013,210249001910,GRREC,902,A1,745,1219,443,1413,13266,2253,17869,14626
20202021,047,HARDIN,231,Hardin County,014,Lakewood Elementary School,231014,047231014,210249001963,GRREC,902,A1,388,1191,459,1650,17588,2433,20021,21671
20202021,047,HARDIN,231,Hardin County,015,Bluegrass Middle School,231015,047231015,210249001673,GRREC,902,A1,629,1138,525,1662,18987,2616,19525,12422
20202021,047,HARDIN,231,Hardin County,017,Creekside Elementary School,231017,047231017,210249001994,GRREC,902,A1,359,1111,551,1662,17064,2461,19525,21816
20202021,047,HARDIN,231,Hardin County,018,Heartland Elementary School,231018,047231018,210249002209,GRREC,902,A1,548,1013,446,1376,14841,2152,18440,18123
20202021,047,HARDIN,231,Hardin County,020,G C Burkhead Elementary School,231020,047231020,210249000513,GRREC,902,A1,685,1030,464,1494,16327,2227,18553,20047
20202021,047,HARDIN,231,Hardin County,021,North Park Elementary School,231021,047231021,210249002297,GRREC,902,A1,388,1199,468,1667,15792,2305,18096,19764
20202021,047,HARDIN,231,Hardin County,025,College View Campus,231025,047231025,210249002439,GRREC,902,A5,453,,,,,,,
20202021,047,HARDIN,231,Hardin County,030,Cecilia Valley Elementary School,231030,047231030,210249000514,GRREC,902,A1,311,1743,439,1596,13165,2046,19525,18390
20202021,047,HARDIN,231,Hardin County,040,New Highland Elementary School,231040,047231040,210249001446,GRREC,902,A1,421,1139,657,1797,17561,2722,20283,22080
20202021,047,HARDIN,231,Hardin County,050,Lincoln Trail Elementary School,231050,047231050,210249000515,GRREC,902,A1,505,1095,515,1610,16581,2575,19156,20764
20202021,047,HARDIN,231,Hardin County,070,Early College and Career Center,231070,047231070,210249002373,GRREC,902,A2,0,,,,,,,
20202021,047,HARDIN,231,Hardin County,075,North Hardin High School,231075,047231075,210249000517,GRREC,902,A1,1533,929,657,1587,15970,2895,18865,20452
20202021,047,HARDIN,231,Hardin County,077,James T Alton Middle School,231077,047231077,210249000518,GRREC,902,A1,755,962,718,1610,17439,3056,19156,19518
20202021,047,HARDIN,231,Hardin County,079,Radcliff Elementary School,231079,047231079,210249000519,GRREC,902,A1,393,1234,879,2113,17713,2903,20616,22727
20202021,047,HARDIN,231,Hardin County,080,North Middle School,231080,047231080,210249000520,GRREC,902,A1,605,1232,556,1788,16485,2434,18919,20707
20202021,047,HARDIN,231,Hardin County,090,Rineyville Elementary School,231090,047231090,210249000521,GRREC,902,A1,527,937,467,1405,16872,2504,19376,20781
20202021,047,HARDIN,231,Hardin County,165,Vine Grove Elementary School,231165,047231165,210249000524,GRREC,902,A1,527,872,546,1417,15986,2291,18277,19694
20202021,047,HARDIN,231,Hardin County,168,West Hardin Middle School,231168,047231168,210249000525,GRREC,902,A1,588,859,515,1372,16129,2385,18515,19885
20202021,047,HARDIN,231,Hardin County,180,Hardin County Day Treatment Center,231180,047231180,210249000656,GRREC,902,A6,17,,,,,,,
20202021,047,HARDIN,231,Hardin County,190,Central Hardin High School,231190,047231190,210249000528,GRREC,902,A1,1889,854,914,1402,29508,4127,19376,34610
20202021,047,HARDIN,231,Hardin County,210,Meadow View Elementary School,231210,047231210,210249001566,GRREC,902,A1,487,1187,599,1786,16755,2860,19615,21401
20202021,047,HARDIN,231,Hardin County,976,Crossroads Treatment Center,231976,047231976,210249002269,GRREC,902,A6,0,,,,,,,
20202021,047,HARDIN,231,Hardin County,979,Lincoln Trail Behavioral Health Systems,231979,047231979,210249002249,GRREC,902,A6,40,,,,,,,
20202021,047,HARDIN,231,Hardin County,982,Spectrum Care Academy,231982,047231982,210249002248,GRREC,902,A5,7,,,,,,,
20202021,048,HARLAN,235,Harlan County,"",---District Total---,235,"","",SESC,907,"",3672,1288,953,2241,8388,2010,10397,15760
20202021,048,HARLAN,235,Harlan County,025,Harlan County High School,235025,048235025,210254002213,SESC,907,A1,1049,977,998,1975,7201,1943,9144,14174
20202021,048,HARLAN,235,Harlan County,060,Black Mountain Elementary School,235060,048235060,210254000532,SESC,907,A1,307,1380,983,2364,9104,1986,11090,16618
20202021,048,HARLAN,235,Harlan County,110,Cawood Elementary School,235110,048235110,210254000534,SESC,907,A1,232,1321,1036,2358,9750,2183,11933,17500
20202021,048,HARLAN,235,Harlan County,195,Cumberland Elementary School,235195,048235195,210254000091,SESC,907,A1,477,1459,853,2312,8788,1984,10772,16232
20202021,048,HARLAN,235,Harlan County,290,Evarts Elementary School,235290,048235290,210254000539,SESC,907,A1,357,1296,896,2192,8271,1861,10132,15473
20202021,048,HARLAN,235,Harlan County,325,Green Hills Elementary School,235325,048235325,210254000540,SESC,907,A1,120,2176,1059,3235,12356,2287,14643,20855
20202021,048,HARLAN,235,Harlan County,340,James A. Cawood Elementary,235340,048235340,210254000541,SESC,907,A1,340,1815,992,2807,8628,2293,10921,16880
20202021,048,HARLAN,235,Harlan County,540,Rosspoint Elementary School,235540,048235540,210254000545,SESC,907,A1,392,1377,906,2283,8346,1793,10139,15580
20202021,048,HARLAN,235,Harlan County,640,Wallins Elementary School,235640,048235640,210254000549,SESC,907,A1,398,997,918,1915,8433,2150,10583,15637
20202021,048,HARLAN,236,Harlan Independent,"",---District Total---,236,"","",SESC,907,"",610,1453,1362,2815,8833,1124,9957,17048
20202021,048,HARLAN,236,Harlan Independent,020,Harlan Elementary School,236020,048236020,210252000551,SESC,907,A1,262,2814,2295,5109,14942,1267,16278,21386
20202021,048,HARLAN,236,Harlan Independent,021,Sunshine School,236021,048236021,210252002046,SESC,907,A4,0,,,,,,,
20202021,048,HARLAN,236,Harlan Independent,030,Harlan High School,236030,048236030,210252000552,SESC,907,A1,348,2721,2553,5274,16085,1566,17651,22924
20202021,049,HARRISON,241,Harrison County,"",---District Total---,241,"","",CKEC,901,"",2768,1211,1244,2455,8000,947,8947,13280
20202021,049,HARRISON,241,Harrison County,035,Eastside Elementary School,241035,049241035,210258000553,CKEC,901,A1,348,1343,1322,2664,7151,703,9175,13634
20202021,049,HARRISON,241,Harrison County,037,Harrison County Learning Center,241037,049241037,210258001995,CKEC,901,A5,26,,,,,,,
20202021,049,HARRISON,241,Harrison County,038,Southside Elementary School,241038,049241038,210258000554,CKEC,901,A1,272,1914,1572,3486,7088,931,9590,14977
20202021,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000555,CKEC,901,A1,852,815,1071,1887,5791,1262,8124,11931
20202021,049,HARRISON,241,Harrison County,043,Harrison County Middle School,241043,049241043,210258000556,CKEC,901,A1,679,620,1085,1705,6254,734,8073,11485
20202021,049,HARRISON,241,Harrison County,045,Northside Elementary School,241045,049241045,210258000557,CKEC,901,A1,263,1752,1361,3114,7611,901,9873,14812
20202021,049,HARRISON,241,Harrison County,075,Westside Elementary School,241075,049241075,210258000558,CKEC,901,A1,328,1892,1256,3148,6565,718,8539,13481
20202021,050,HART,245,Hart County,"",---District Total---,245,"","",GRREC,902,"",2144,936,509,1445,9566,1594,11160,15708
20202021,050,HART,245,Hart County,010,Bonnieville Elementary School,245010,050245010,210264000562,GRREC,902,A1,261,1119,310,1372,8289,1388,10739,12287
20202021,050,HART,245,Hart County,030,Cub Run Elementary School,245030,050245030,210264000563,GRREC,902,A1,198,871,306,1120,9690,1484,11989,13536
20202021,050,HART,245,Hart County,045,Hart County High School,245045,050245045,210264000564,GRREC,902,A1,672,1233,257,1430,7363,1528,10067,11615
20202021,050,HART,245,Hart County,050,Legrande Elementary School,245050,050245050,210264000565,GRREC,902,A1,275,707,280,930,7790,1201,9642,11189
20202021,050,HART,245,Hart County,070,Memorial Elementary School,245070,050245070,210264000566,GRREC,902,A1,307,497,299,739,8407,1360,10207,11755
20202021,050,HART,245,Hart County,090,Munfordville Elementary School,245090,050245090,210264000567,GRREC,902,A1,431,616,270,829,8453,1188,10200,11748
20202021,097,PERRY,246,Hazard Independent,"",---District Total---,246,"","",KVEC,904,"",912,1583,495,2077,8870,3373,12242,18123
20202021,097,PERRY,246,Hazard Independent,010,Hazard High School,246010,097246010,210267000568,KVEC,904,A1,277,1330,638,1968,9731,5796,15526,21281
20202021,097,PERRY,246,Hazard Independent,045,Hazard Middle School,246045,097246045,210267000569,KVEC,904,A1,285,1788,406,2194,8232,2116,10349,16341
20202021,097,PERRY,246,Hazard Independent,060,Roy G. Eversole Elementary School,246060,097246060,210267000570,KVEC,904,A1,350,1615,453,2069,8707,2480,11187,17074
20202021,051,HENDERSON,251,Henderson County,"",---District Total---,251,"","",WKEC,908,"",6663,790,639,1429,9764,1727,11491,15450
20202021,051,HENDERSON,251,Henderson County,010,Bend Gate Elementary School,251010,051251010,210271000571,WKEC,908,A1,430,1097,575,1672,9286,1843,11129,15280
20202021,051,HENDERSON,251,Henderson County,015,The Central Academy,251015,051251015,210271002457,WKEC,908,A5,195,,,,,,,
20202021,051,HENDERSON,251,Henderson County,020,Cairo Elementary School,251020,051251020,210271000572,WKEC,908,A1,244,1020,613,1633,12002,2052,14054,18285
20202021,051,HENDERSON,251,Henderson County,030,A B Chandler Elementary School,251030,051251030,210271000573,WKEC,908,A1,258,713,659,1372,12044,2159,14203,18167
20202021,051,HENDERSON,251,Henderson County,033,East Heights Elementary School,251033,051251033,210271000574,WKEC,908,A1,375,1069,529,1599,10770,1921,12691,16784
20202021,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000577,WKEC,908,A1,1965,619,616,1235,8489,1753,10243,13869
20202021,051,HENDERSON,251,Henderson County,065,Henderson County North Middle School,251065,051251065,210271000578,WKEC,908,A1,830,700,606,1306,8950,1353,10304,14035
20202021,051,HENDERSON,251,Henderson County,070,Niagara Elementary School,251070,051251070,210271000579,WKEC,908,A1,268,599,591,1190,9875,1981,11856,15385
20202021,051,HENDERSON,251,Henderson County,080,Thelma B. Johnson Early Learning Center,251080,051251080,210271002306,WKEC,908,A4,0,,,,,,,
20202021,051,HENDERSON,251,Henderson County,091,South Heights Elementary School,251091,051251091,210271000581,WKEC,908,A1,419,863,720,1583,10425,1607,12034,17269
20202021,051,HENDERSON,251,Henderson County,110,Spottsville Elementary School,251110,051251110,210271000583,WKEC,908,A1,556,489,715,1204,9431,1439,10869,13538
20202021,051,HENDERSON,251,Henderson County,150,Henderson County South Middle School,251150,051251150,210271000585,WKEC,908,A1,804,608,565,1172,8268,1314,9583,13191
20202021,051,HENDERSON,251,Henderson County,160,Jefferson Elementary School,251160,051251160,210271000586,WKEC,908,A1,319,1264,671,1935,9825,2223,12048,16323
