SCH_YEAR,SCH_CD,DIST_NAME,SCH_NAME,MEMBERSHIP_TOTAL,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_OTHER_CNT,MEMBERSHIP_OTHER_PCT,MEMBERSHIP_FREE_LUNCH_CNT,MEMBERSHIP_REDUCED_LUNCH_CNT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_FAILURE_CNT,TRANSITION_FAILURE_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FULLTIME_TCH_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS
20112012,421015,Mercer County,Mercer County Senior High School,682,7419,655.23,342,50.1%,340,49.9%,617,90.5%,21,3.1%,15,2.2%,1,0.1%,0,0.0%,1,0.1%,27,4.0%,224,62,94.9%,1.0%,0.0%,87.6%,116,48.1%,106,44.0%,10,4.1%,20,8.3%,79,32.8%,11,4.6%,7,2.9%,8,3.3%,16:1,41.60,2,0.0%,9.8,15.7%,58.8%,25.5%,0.0%,0.0%,100.0%,0.0%,2.5:1,91.6%,250,50,10,500
20112012,421,Mercer County,---District---,2943,9199,"2,851.33","1,536",52.2%,"1,407",47.8%,"2,542",86.4%,98,3.3%,132,4.5%,14,0.5%,1,0.0%,5,0.2%,151,5.1%,"1,265",265,95.3%,1.2%,0.1%,84.5%,116,48.1%,106,44.0%,10,4.1%,20,8.3%,79,32.8%,11,4.6%,7,2.9%,8,3.3%,16:1,185.27,12,0.0%,13.3,12.4%,56.2%,30.8%,0.5%,0.0%,100.0%,0.0%,3:1,81.4%,"1,566",188,33,"10,942"
20112012,425030,Metcalfe County,Edmonton Elementary School,478,8061,453.03,248,51.9%,230,48.1%,470,98.3%,1,0.2%,6,1.3%,0,0.0%,1,0.2%,0,0.0%,0,0.0%,322,68,95.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,29.10,3,0.0%,10.7,34.6%,38.5%,26.9%,0.0%,0.0%,100.0%,0.0%,2.1:1,56.8%,478,61,19,"1,220"
20112012,425020,Metcalfe County,Metcalfe 6th Grade Center,126,2761,120.6,63,50.0%,63,50.0%,123,97.6%,0,0.0%,3,2.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,86,10,95.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,7.00,,0.0%,9.5,35.7%,21.4%,42.9%,0.0%,0.0%,100.0%,0.0%,2.3:1,42.3%,63,28,12,113
20112012,425051,Metcalfe County,Metcalfe Academy High School,,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,425050,Metcalfe County,Metcalfe County High School,427,3738,411.37,211,49.4%,216,50.6%,414,97.0%,4,0.9%,6,1.4%,2,0.5%,0,0.0%,0,0.0%,1,0.2%,245,64,92.1%,5.7%,1.5%,76.3%,59,50.4%,58,49.6%,1,0.9%,1,0.9%,28,23.9%,14,12.0%,11,9.4%,4,3.4%,14:1,30.60,0,0.0%,5.7,43.3%,40.0%,16.7%,0.0%,0.0%,100.0%,0.0%,2:1,42.2%,200,0,8,500
20112012,425010,Metcalfe County,Metcalfe County Middle School,222,5351,208.74,119,53.6%,103,46.4%,216,97.3%,0,0.0%,5,2.3%,0,0.0%,0,0.0%,0,0.0%,1,0.5%,133,27,93.8%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,16.40,0,0.0%,9.7,27.8%,50.0%,22.2%,0.0%,0.0%,100.0%,0.0%,1.6:1,76.3%,92,3,2,312
20112012,425070,Metcalfe County,North Metcalfe Elementary School,141,9529,128.99,71,50.4%,70,49.6%,126,89.4%,4,2.8%,11,7.8%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,93,13,95.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,8.95,1,0.0%,7.6,37.5%,50.0%,12.5%,0.0%,0.0%,100.0%,0.0%,1.4:1,53.3%,115,20,10,"2,510"
20112012,425090,Metcalfe County,Summer Shade Elementary School,122,10376,118.95,72,59.0%,50,41.0%,121,99.2%,1,0.8%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,85,19,95.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,7.95,1,0.0%,8.8,33.3%,55.6%,11.1%,0.0%,0.0%,100.0%,0.0%,1.6:1,70.3%,119,39,10,450
20112012,425,Metcalfe County,---District---,1547,6202,"1,458.41",803,51.9%,744,48.1%,"1,500",97.0%,10,0.6%,32,2.1%,2,0.1%,1,0.1%,0,0.0%,2,0.1%,964,201,94.0%,2.5%,2.6%,84.8%,63,44.7%,62,44.0%,1,0.7%,1,0.7%,41,29.1%,16,11.3%,16,11.3%,4,2.8%,14:1,110.00,5,0.0%,8.5,36.2%,41.0%,22.9%,0.0%,0.0%,100.0%,0.0%,1.8:1,55.4%,"1,067",151,61,"5,105"
20112012,426020,Middlesboro Independent,East End Intermediate School,205,10318,191.61,112,54.6%,93,45.4%,186,90.7%,16,7.8%,0,0.0%,1,0.5%,0,0.0%,0,0.0%,2,1.0%,145,3,94.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,17.00,0,0.0%,14.7,5.6%,38.9%,50.0%,0.0%,5.6%,100.0%,0.0%,2.3:1,100%,163,11,2,582
20112012,426023,Middlesboro Independent,Middlesboro Alternative School,35,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,426080,Middlesboro Independent,Middlesboro High School,425,9351,392.96,221,52.0%,204,48.0%,387,91.1%,18,4.2%,2,0.5%,4,0.9%,0,0.0%,0,0.0%,14,3.3%,263,8,88.8%,9.6%,1.5%,73.0%,52,55.9%,47,50.5%,5,5.4%,9,9.7%,13,14.0%,1,1.1%,14,15.1%,4,4.3%,12:1,35.18,1,0.0%,14,10.8%,45.9%,43.2%,0.0%,0.0%,100.0%,0.0%,1.1:1,73.2%,400,28,32,"2,480"
20112012,426040,Middlesboro Independent,Middlesboro Middle School,316,8187,298.74,155,49.1%,161,50.9%,284,89.9%,15,4.7%,3,0.9%,2,0.6%,0,0.0%,0,0.0%,12,3.8%,195,4,92.5%,4.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,25.00,1,0.0%,14.9,3.8%,69.2%,26.9%,0.0%,0.0%,100.0%,0.0%,1.6:1,100%,212,20,10,"1,100"
20112012,426030,Middlesboro Independent,West End Primary School,380,7378,353.4,190,50.0%,190,50.0%,339,89.2%,25,6.6%,4,1.1%,0,0.0%,1,0.3%,0,0.0%,11,2.9%,267,15,93.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,28.00,0,0.0%,16.2,6.3%,59.4%,34.4%,0.0%,0.0%,100.0%,0.0%,2.9:1,100%,300,25,15,115
20112012,426,Middlesboro Independent,---District---,1361,11559,"1,254.28",708,52.0%,653,48.0%,"1,224",89.9%,78,5.7%,10,0.7%,7,0.5%,1,0.1%,0,0.0%,41,3.0%,870,30,91.7%,5.6%,1.3%,69.5%,52,55.9%,47,50.5%,5,5.4%,9,9.7%,13,14.0%,1,1.1%,14,15.1%,4,4.3%,12:1,110.00,2,0.0%,14.9,7.0%,53.0%,39.1%,0.0%,0.9%,100.0%,0.0%,1.7:1,87.5%,"1,075",84,59,"4,277"
20112012,431150,Monroe County,Gamaliel Elementary,252,10366,234.4,139,55.2%,113,44.8%,224,88.9%,1,0.4%,23,9.1%,0,0.0%,0,0.0%,0,0.0%,4,1.6%,179,30,95.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,20.26,1,0.0%,9.1,53.8%,30.8%,15.4%,0.0%,0.0%,100.0%,0.0%,2.7:1,60.2%,168,49,3,"3,725"
20112012,431212,Monroe County,Joe Harrison Carter,209,9980,202.3,109,52.2%,100,47.8%,203,97.1%,2,1.0%,3,1.4%,0,0.0%,0,0.0%,0,0.0%,1,0.5%,88,28,96.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,15.71,3,0.0%,12.9,0.0%,63.6%,36.4%,0.0%,0.0%,100.0%,0.0%,3.4:1,55%,187,38,14,"1,675"
20112012,431450,Monroe County,Monroe Co High,585,7902,555.7,320,54.7%,265,45.3%,549,93.8%,18,3.1%,13,2.2%,1,0.2%,0,0.0%,0,0.0%,4,0.7%,298,85,94.1%,0.2%,0.0%,93.2%,58,34.7%,58,34.7%,0,0.0%,16,9.6%,55,32.9%,29,17.4%,9,5.4%,0,0.0%,17:1,33.74,4,0.0%,13.6,10.2%,42.9%,46.9%,0.0%,0.0%,100.0%,0.0%,5.2:1,73.8%,376,42,2,84
20112012,431160,Monroe County,Monroe Co Middle,452,7088,437.88,209,46.2%,243,53.8%,418,92.5%,13,2.9%,13,2.9%,0,0.0%,0,0.0%,0,0.0%,8,1.8%,262,49,95.9%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,27.04,0,0.0%,13.9,24.1%,31.0%,44.8%,0.0%,0.0%,100.0%,0.0%,5.2:1,85.7%,417,89,2,50
20112012,431440,Monroe County,Tompkinsville Elem,335,10712,325.05,184,54.9%,151,45.1%,287,85.7%,16,4.8%,20,6.0%,0,0.0%,0,0.0%,0,0.0%,12,3.6%,251,38,96.4%,1.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,27.91,3,0.0%,12.1,0.0%,61.9%,38.1%,0.0%,0.0%,100.0%,0.0%,3.8:1,84.9%,324,28,12,"1,988"
20112012,431,Monroe County,---District---,1833,12145,"1,755.33",961,52.4%,872,47.6%,"1,681",91.7%,50,2.7%,72,3.9%,1,0.1%,0,0.0%,0,0.0%,29,1.6%,"1,078",230,95.4%,0.2%,0.0%,93.2%,58,34.7%,58,34.7%,0,0.0%,16,9.6%,55,32.9%,29,17.4%,9,5.4%,0,0.0%,13:1,137.50,12,0.0%,12.9,15.4%,43.9%,40.7%,0.0%,0.0%,100.0%,0.0%,4.1:1,72.9%,"1,472",246,33,"7,522"
20112012,435010,Montgomery County,Camargo Elementary School,642,7569,597.02,326,50.8%,316,49.2%,622,96.9%,2,0.3%,15,2.3%,1,0.2%,0,0.0%,0,0.0%,2,0.3%,503,44,93.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,45.30,3,0.0%,10.8,23.1%,55.8%,21.2%,0.0%,0.0%,100.0%,3.8%,2:1,79.4%,225,216,5,"8,595"
20112012,435014,Montgomery County,Gateway Children's Services,17,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,435013,Montgomery County,Hillcrest Hall Treatment Center,11,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,435012,Montgomery County,Hope Hill Childrens Home,35,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,435030,Montgomery County,Mapleton Elementary School,792,5801,770.92,404,51.0%,388,49.0%,714,90.2%,21,2.7%,35,4.4%,7,0.9%,0,0.0%,0,0.0%,15,1.9%,458,34,94.6%,1.1%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,52.00,2,0.0%,10.3,39.3%,35.7%,23.2%,1.8%,0.0%,100.0%,0.0%,3.6:1,80.8%,175,21,5,675
20112012,435070,Montgomery County,McNabb Middle School,1086,5605,"1,036.56",576,53.0%,510,47.0%,"1,025",94.4%,21,1.9%,28,2.6%,0,0.0%,0,0.0%,0,0.0%,12,1.1%,612,60,93.9%,3.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,63.70,0,0.0%,10.7,29.6%,50.7%,19.7%,0.0%,0.0%,100.0%,2.8%,2.2:1,64.3%,378,17,7,"4,512"
20112012,435040,Montgomery County,Montgomery County High School,1195,6719,"1,138.94",640,53.6%,555,46.4%,"1,112",93.1%,28,2.3%,36,3.0%,7,0.6%,4,0.3%,2,0.2%,6,0.5%,645,66,92.9%,0.1%,0.7%,79.1%,156,54.0%,148,51.2%,8,2.8%,15,5.2%,93,32.2%,16,5.5%,2,0.7%,7,2.4%,16:1,73.30,8,0.0%,12,20.0%,46.7%,32.2%,0.0%,1.1%,100.0%,1.1%,2.4:1,75.7%,237,4,5,112
20112012,435050,Montgomery County,Mount Sterling Elementary School,710,6342,684.1,364,51.3%,346,48.7%,608,85.6%,31,4.4%,51,7.2%,5,0.7%,1,0.1%,0,0.0%,14,2.0%,388,34,94.8%,0.8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,46.00,2,0.0%,11.7,22.9%,64.6%,10.4%,0.0%,2.1%,100.0%,2.1%,2.7:1,80.2%,249,59,3,905
20112012,435080,Montgomery County,The Sterling School,,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,435,Montgomery County,---District---,4534,1585,"4,332.91","2,362",52.1%,"2,172",47.9%,"4,173",92.0%,112,2.5%,170,3.7%,20,0.4%,5,0.1%,2,0.0%,52,1.1%,"2,606",238,93.9%,1.5%,0.8%,76.2%,156,53.8%,148,51.0%,8,2.8%,15,5.2%,94,32.4%,16,5.5%,2,0.7%,7,2.4%,15:1,306.00,15,0.0%,11,27.0%,49.0%,23.2%,0.3%,0.6%,100.0%,2.0%,1.2:1,55%,"1,264",313,20,"14,687"
20112012,436020,Monticello Independent,Monticello Elementary School,401,6039,380.94,203,50.6%,198,49.4%,326,81.3%,14,3.5%,60,15.0%,1,0.2%,0,0.0%,0,0.0%,0,0.0%,309,43,95.0%,0.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,27.90,0,0.0%,10.1,23.1%,57.7%,19.2%,0.0%,0.0%,100.0%,0.0%,3.1:1,86.9%,401,78,8,760
20112012,436010,Monticello Independent,Monticello High School,249,6815,237.96,125,50.2%,124,49.8%,220,88.4%,11,4.4%,18,7.2%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,140,24,92.1%,5.2%,0.4%,95.8%,34,59.6%,34,59.6%,0,0.0%,3,5.3%,15,26.3%,0,0.0%,4,7.0%,1,1.8%,13:1,19.00,0,2.0%,13.4,11.1%,44.4%,44.4%,0.0%,0.0%,100.0%,0.0%,2:1,70.5%,249,0,2,"1,350"
20112012,436015,Monticello Independent,Monticello Middle School,192,4963,181.61,90,46.9%,102,53.1%,162,84.4%,5,2.6%,23,12.0%,2,1.0%,0,0.0%,0,0.0%,0,0.0%,113,26,94.5%,2.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,12.10,0,0.0%,14.1,17.6%,23.5%,58.8%,0.0%,0.0%,100.0%,0.0%,2.4:1,58.4%,192,0,2,911
20112012,436,Monticello Independent,---District---,842,10500,800.51,418,49.6%,424,50.4%,708,84.1%,30,3.6%,101,12.0%,3,0.4%,0,0.0%,0,0.0%,0,0.0%,562,93,94.0%,3.4%,0.5%,95.8%,34,59.6%,34,59.6%,0,0.0%,3,5.3%,15,26.3%,0,0.0%,4,7.0%,1,1.8%,14:1,61.00,,0.9%,12.3,17.1%,44.3%,38.6%,0.0%,0.0%,100.0%,0.0%,2.5:1,73.8%,842,78,12,"3,021"
20112012,441050,Morgan County,East Valley Elementary School,192,8723,188.52,104,54.2%,88,45.8%,191,99.5%,1,0.5%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,140,11,94.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,12.00,1,0.0%,12.3,16.7%,66.7%,16.7%,0.0%,0.0%,100.0%,0.0%,3.5:1,75.9%,155,22,2,"1,300"
20112012,441090,Morgan County,Ezel Elementary School,167,8777,161.6,94,56.3%,73,43.7%,163,97.6%,1,0.6%,3,1.8%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,119,11,94.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,11.50,0,0.0%,13.7,0.0%,66.7%,33.3%,0.0%,0.0%,100.0%,0.0%,3.2:1,66%,101,6,2,58
20112012,441015,Morgan County,Morgan Central Elementary School,326,7880,317.67,171,52.5%,155,47.5%,322,98.8%,1,0.3%,0,0.0%,2,0.6%,1,0.3%,0,0.0%,0,0.0%,219,21,94.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,21.00,1,0.0%,14.9,6.3%,50.0%,43.8%,0.0%,0.0%,100.0%,0.0%,3.3:1,100%,121,5,2,104
20112012,441150,Morgan County,Morgan County High School,572,8502,541.4,297,51.9%,275,48.1%,564,98.6%,4,0.7%,2,0.3%,1,0.2%,1,0.2%,0,0.0%,0,0.0%,351,48,90.3%,4.9%,2.6%,73.3%,58,42.6%,56,41.2%,2,1.5%,0,0.0%,34,25.0%,30,22.1%,13,9.6%,1,0.7%,17:1,34.57,1,0.0%,12.3,17.6%,38.2%,44.1%,0.0%,0.0%,100.0%,0.0%,2.3:1,99.2%,213,3,11,"1,470"
20112012,441140,Morgan County,Morgan County Middle School,468,7827,445.32,242,51.7%,226,48.3%,465,99.4%,1,0.2%,1,0.2%,0,0.0%,1,0.2%,0,0.0%,0,0.0%,319,40,93.9%,0.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,29.00,1,0.0%,14.1,6.5%,41.9%,51.6%,0.0%,0.0%,100.0%,0.0%,3.4:1,99.2%,192,6,2,451
20112012,441018,Morgan County,West Liberty Elementary School,278,7025,267.92,149,53.6%,129,46.4%,277,99.6%,0,0.0%,0,0.0%,0,0.0%,1,0.4%,0,0.0%,0,0.0%,185,28,94.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,15.50,0,0.0%,13.4,6.7%,46.7%,46.7%,0.0%,0.0%,100.0%,0.0%,4.6:1,100%,189,7,3,"1,200"
20112012,441230,Morgan County,Woodsbend Youth Dev. Center,,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,441,Morgan County,---District---,2021,10309,"1,948.97","1,075",53.2%,946,46.8%,"1,991",98.5%,16,0.8%,7,0.3%,3,0.1%,4,0.2%,0,0.0%,0,0.0%,"1,333",159,93.1%,3.1%,1.9%,68.8%,59,42.8%,57,41.3%,2,1.4%,0,0.0%,35,25.4%,30,21.7%,13,9.4%,1,0.7%,15:1,131.00,4,0.0%,13.6,9.8%,47.5%,42.6%,0.0%,0.0%,100.0%,0.0%,3.2:1,96.1%,971,49,22,"4,583"
20112012,445010,Muhlenberg County,Bremen Elementary School,336,9120,322.72,191,56.8%,145,43.2%,320,95.2%,0,0.0%,2,0.6%,0,0.0%,0,0.0%,0,0.0%,14,4.2%,190,25,95.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,26.60,2,3.7%,10.3,29.2%,37.5%,33.3%,0.0%,0.0%,100.0%,4.2%,2.5:1,69.2%,165,0,2,"1,665"
20112012,445030,Muhlenberg County,Central City Elementary,460,8038,448.84,253,55.0%,207,45.0%,405,88.0%,21,4.6%,13,2.8%,3,0.7%,0,0.0%,0,0.0%,18,3.9%,324,34,96.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,35.20,6,0.0%,11.1,5.3%,57.9%,36.8%,0.0%,0.0%,100.0%,0.0%,2.8:1,77.4%,294,5,2,"1,998"
20112012,445040,Muhlenberg County,Greenville Elementary School,536,7593,514.26,272,50.7%,264,49.3%,493,92.0%,26,4.9%,8,1.5%,0,0.0%,0,0.0%,1,0.2%,8,1.5%,280,55,96.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,35.80,1,0.0%,11.1,28.1%,40.6%,31.3%,0.0%,0.0%,100.0%,0.0%,2.8:1,44.6%,110,8,2,"1,462"
20112012,445115,Muhlenberg County,Longest Elementary,501,8050,477.31,278,55.5%,223,44.5%,480,95.8%,6,1.2%,7,1.4%,2,0.4%,0,0.0%,0,0.0%,6,1.2%,231,40,95.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,36.20,4,0.0%,11.9,29.0%,35.5%,35.5%,0.0%,0.0%,100.0%,0.0%,4.3:1,77.5%,415,13,2,"2,465"
20112012,445011,Muhlenberg County,Muhlenberg Career High School,,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,445175,Muhlenberg County,Muhlenberg County High School,1380,8423,"1,301.31",702,50.9%,678,49.1%,"1,286",93.2%,64,4.6%,14,1.0%,1,0.1%,1,0.1%,0,0.0%,14,1.0%,502,119,93.3%,1.6%,1.0%,90.9%,140,39.4%,136,38.3%,4,1.1%,30,8.5%,78,22.0%,31,8.7%,71,20.0%,5,1.4%,13:1,102.80,1,0.0%,12.2,24.5%,44.1%,30.4%,0.0%,1.0%,100.0%,0.0%,2.1:1,4.6%,701,21,15,"1,000"
20112012,445150,Muhlenberg County,Muhlenberg North Middle,634,6806,602.32,333,52.5%,301,47.5%,590,93.1%,13,2.1%,12,1.9%,3,0.5%,0,0.0%,0,0.0%,16,2.5%,260,65,95.8%,0.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,43.00,1,0.0%,15,16.3%,55.8%,27.9%,0.0%,0.0%,100.0%,2.3%,3.8:1,56.1%,206,6,16,"5,250"
