Fiscal Year,District,Rank,Years,,I,II,III
2012 - 2013,006 Anchorage Independent,III,4,,40879,42195,0
2012 - 2013,006 Anchorage Independent,III,5,,42030,43017,0
2012 - 2013,006 Anchorage Independent,III,6,,43182,44334,0
2012 - 2013,006 Anchorage Independent,III,7,,44170,45321,0
2012 - 2013,006 Anchorage Independent,III,8,,45321,46309,0
2012 - 2013,006 Anchorage Independent,III,9,,46472,47296,0
2012 - 2013,006 Anchorage Independent,III,10,,47626,49436,0
2012 - 2013,006 Anchorage Independent,III,11,,50258,50423,0
2012 - 2013,006 Anchorage Independent,III,12,,50917,51246,0
2012 - 2013,006 Anchorage Independent,III,13,,52068,52233,0
2012 - 2013,006 Anchorage Independent,III,14,,52233,53222,0
2012 - 2013,006 Anchorage Independent,III,15,,53055,54236,0
2012 - 2013,006 Anchorage Independent,III,16,,54912,56264,0
2012 - 2013,006 Anchorage Independent,III,17,,56094,57278,0
2012 - 2013,006 Anchorage Independent,III,18,,57278,58292,0
2012 - 2013,006 Anchorage Independent,III,19,,58460,59306,0
2012 - 2013,006 Anchorage Independent,III,20,,59644,60320,0
2012 - 2013,006 Anchorage Independent,III,21,,60828,61335,0
2012 - 2013,006 Anchorage Independent,III,22,,62010,62347,0
2012 - 2013,006 Anchorage Independent,III,23,,63193,63362,0
2012 - 2013,006 Anchorage Independent,III,24,,64375,64714,0
2012 - 2013,006 Anchorage Independent,III,25,,65559,65729,0
2012 - 2013,006 Anchorage Independent,III,26,,66743,66911,0
2012 - 2013,006 Anchorage Independent,III,27,,67418,67588,0
2012 - 2013,006 Anchorage Independent,III,28,,67418,67588,0
2012 - 2013,006 Anchorage Independent,III,29,,67418,67588,0
2012 - 2013,006 Anchorage Independent,III,30,,67418,67588,0
2012 - 2013,006 Anchorage Independent,III,31,,67418,67588,0
2012 - 2013,006 Anchorage Independent,III,32,,67418,67588,0
2012 - 2013,006 Anchorage Independent,III,33,,67418,67588,0
2012 - 2013,006 Anchorage Independent,III,34,,67418,67588,0
2012 - 2013,006 Anchorage Independent,III,35,,67418,67588,0
2012 - 2013,006 Anchorage Independent,III,36,,67418,67588,0
2012 - 2013,006 Anchorage Independent,III,37,,67418,67588,0
2012 - 2013,006 Anchorage Independent,III,38,,67418,67588,0
2012 - 2013,006 Anchorage Independent,III,39,,67418,67588,0
2012 - 2013,006 Anchorage Independent,III,40,,67418,67588,0
2012 - 2013,006 Anchorage Independent,IV,0,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,1,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,2,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,3,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,4,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,5,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,6,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,7,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,8,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,9,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,10,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,11,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,12,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,13,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,14,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,15,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,16,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,17,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,18,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,19,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,20,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,21,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,22,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,23,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,24,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,25,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,26,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,27,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,28,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,29,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,30,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,31,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,32,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,33,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,34,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,35,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,36,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,37,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,38,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,39,,30561,0,0
2012 - 2013,006 Anchorage Independent,IV,40,,30561,0,0
2012 - 2013,006 Anchorage Independent,V,0,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,1,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,2,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,3,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,4,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,5,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,6,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,7,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,8,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,9,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,10,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,11,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,12,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,13,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,14,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,15,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,16,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,17,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,18,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,19,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,20,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,21,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,22,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,23,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,24,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,25,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,26,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,27,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,28,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,29,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,30,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,31,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,32,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,33,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,34,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,35,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,36,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,37,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,38,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,39,,28604,0,0
2012 - 2013,006 Anchorage Independent,V,40,,28604,0,0
2012 - 2013,011 Anderson County,I,0,,41442,44886,0
2012 - 2013,011 Anderson County,I,1,,42241,45622,0
2012 - 2013,011 Anderson County,I,2,,43040,46357,0
2012 - 2013,011 Anderson County,I,3,,43839,47093,0
2012 - 2013,011 Anderson County,I,4,,44636,47828,0
2012 - 2013,011 Anderson County,I,5,,45435,48563,0
2012 - 2013,011 Anderson County,I,6,,46234,49300,0
2012 - 2013,011 Anderson County,I,7,,47032,50035,0
2012 - 2013,011 Anderson County,I,8,,47830,50771,0
2012 - 2013,011 Anderson County,I,9,,48629,51506,0
2012 - 2013,011 Anderson County,I,10,,49427,52242,0
2012 - 2013,011 Anderson County,I,11,,50226,52977,0
2012 - 2013,011 Anderson County,I,12,,51024,53763,0
2012 - 2013,011 Anderson County,I,13,,51823,55037,0
2012 - 2013,011 Anderson County,I,14,,52621,55457,0
2012 - 2013,011 Anderson County,I,15,,53420,55920,0
2012 - 2013,011 Anderson County,I,16,,54218,56656,0
2012 - 2013,011 Anderson County,I,17,,55016,57391,0
2012 - 2013,011 Anderson County,I,18,,55815,58127,0
2012 - 2013,011 Anderson County,I,19,,56614,58862,0
2012 - 2013,011 Anderson County,I,20,,57412,59598,0
2012 - 2013,011 Anderson County,I,21,,58210,60334,0
2012 - 2013,011 Anderson County,I,22,,59009,61070,0
2012 - 2013,011 Anderson County,I,23,,59808,61805,0
2012 - 2013,011 Anderson County,I,24,,60605,62540,0
2012 - 2013,011 Anderson County,I,25,,61404,63276,0
2012 - 2013,011 Anderson County,I,26,,62203,64011,0
2012 - 2013,011 Anderson County,I,27,,63002,64748,0
2012 - 2013,011 Anderson County,I,28,,63799,65483,0
2012 - 2013,011 Anderson County,I,29,,64598,66219,0
2012 - 2013,011 Anderson County,I,30,,65397,66954,0
2012 - 2013,011 Anderson County,I,31,,65540,66954,0
2012 - 2013,011 Anderson County,I,32,,65540,66954,0
2012 - 2013,011 Anderson County,I,33,,65540,66954,0
2012 - 2013,011 Anderson County,I,34,,65540,66954,0
2012 - 2013,011 Anderson County,I,35,,65540,66954,0
2012 - 2013,011 Anderson County,I,36,,65540,66954,0
2012 - 2013,011 Anderson County,I,37,,65540,66954,0
2012 - 2013,011 Anderson County,I,38,,65540,66954,0
2012 - 2013,011 Anderson County,I,39,,65540,66954,0
2012 - 2013,011 Anderson County,I,40,,65540,66954,0
2012 - 2013,011 Anderson County,II,0,,37940,0,0
2012 - 2013,011 Anderson County,II,1,,38635,0,0
2012 - 2013,011 Anderson County,II,2,,39331,0,0
2012 - 2013,011 Anderson County,II,3,,40027,0,0
2012 - 2013,011 Anderson County,II,4,,40721,0,0
2012 - 2013,011 Anderson County,II,5,,41417,0,0
2012 - 2013,011 Anderson County,II,6,,42113,0,0
2012 - 2013,011 Anderson County,II,7,,42808,0,0
2012 - 2013,011 Anderson County,II,8,,43503,0,0
2012 - 2013,011 Anderson County,II,9,,44199,0,0
2012 - 2013,011 Anderson County,II,10,,44894,0,0
2012 - 2013,011 Anderson County,II,11,,45590,0,0
2012 - 2013,011 Anderson County,II,12,,46285,0,0
2012 - 2013,011 Anderson County,II,13,,46980,0,0
2012 - 2013,011 Anderson County,II,14,,47676,0,0
2012 - 2013,011 Anderson County,II,15,,48372,0,0
2012 - 2013,011 Anderson County,II,16,,49066,0,0
2012 - 2013,011 Anderson County,II,17,,49762,0,0
2012 - 2013,011 Anderson County,II,18,,50458,0,0
2012 - 2013,011 Anderson County,II,19,,51153,0,0
2012 - 2013,011 Anderson County,II,20,,51848,0,0
2012 - 2013,011 Anderson County,II,21,,52544,0,0
2012 - 2013,011 Anderson County,II,22,,53239,0,0
2012 - 2013,011 Anderson County,II,23,,53935,0,0
2012 - 2013,011 Anderson County,II,24,,54630,0,0
2012 - 2013,011 Anderson County,II,25,,55326,0,0
2012 - 2013,011 Anderson County,II,26,,56021,0,0
2012 - 2013,011 Anderson County,II,27,,56717,0,0
2012 - 2013,011 Anderson County,II,28,,57412,0,0
2012 - 2013,011 Anderson County,II,29,,58107,0,0
2012 - 2013,011 Anderson County,II,30,,58803,0,0
2012 - 2013,011 Anderson County,II,31,,58910,0,0
2012 - 2013,011 Anderson County,II,32,,58910,0,0
2012 - 2013,011 Anderson County,II,33,,58910,0,0
2012 - 2013,011 Anderson County,II,34,,58910,0,0
2012 - 2013,011 Anderson County,II,35,,58910,0,0
2012 - 2013,011 Anderson County,II,36,,58910,0,0
2012 - 2013,011 Anderson County,II,37,,58910,0,0
2012 - 2013,011 Anderson County,II,38,,58910,0,0
2012 - 2013,011 Anderson County,II,39,,58910,0,0
2012 - 2013,011 Anderson County,II,40,,58910,0,0
2012 - 2013,011 Anderson County,III,0,,34436,0,0
2012 - 2013,011 Anderson County,III,1,,35029,0,0
2012 - 2013,011 Anderson County,III,2,,35622,0,0
2012 - 2013,011 Anderson County,III,3,,36215,0,0
2012 - 2013,011 Anderson County,III,4,,36806,0,0
2012 - 2013,011 Anderson County,III,5,,37399,0,0
2012 - 2013,011 Anderson County,III,6,,37991,0,0
2012 - 2013,011 Anderson County,III,7,,38584,0,0
2012 - 2013,011 Anderson County,III,8,,39176,0,0
2012 - 2013,011 Anderson County,III,9,,39768,0,0
2012 - 2013,011 Anderson County,III,10,,40361,0,0
2012 - 2013,011 Anderson County,III,11,,40954,0,0
2012 - 2013,011 Anderson County,III,12,,41545,0,0
2012 - 2013,011 Anderson County,III,13,,42138,0,0
2012 - 2013,011 Anderson County,III,14,,42731,0,0
2012 - 2013,011 Anderson County,III,15,,43323,0,0
2012 - 2013,011 Anderson County,III,16,,43915,0,0
2012 - 2013,011 Anderson County,III,17,,44508,0,0
2012 - 2013,011 Anderson County,III,18,,45100,0,0
2012 - 2013,011 Anderson County,III,19,,45693,0,0
2012 - 2013,011 Anderson County,III,20,,46285,0,0
2012 - 2013,011 Anderson County,III,21,,46877,0,0
2012 - 2013,011 Anderson County,III,22,,47470,0,0
2012 - 2013,011 Anderson County,III,23,,48063,0,0
2012 - 2013,011 Anderson County,III,24,,48654,0,0
2012 - 2013,011 Anderson County,III,25,,49247,0,0
2012 - 2013,011 Anderson County,III,26,,49840,0,0
2012 - 2013,011 Anderson County,III,27,,50432,0,0
2012 - 2013,011 Anderson County,III,28,,51024,0,0
2012 - 2013,011 Anderson County,III,29,,51617,0,0
2012 - 2013,011 Anderson County,III,30,,52209,0,0
2012 - 2013,011 Anderson County,III,31,,52209,0,0
2012 - 2013,011 Anderson County,III,32,,52209,0,0
2012 - 2013,011 Anderson County,III,33,,52209,0,0
2012 - 2013,011 Anderson County,III,34,,52209,0,0
2012 - 2013,011 Anderson County,III,35,,52209,0,0
2012 - 2013,011 Anderson County,III,36,,52209,0,0
2012 - 2013,011 Anderson County,III,37,,52209,0,0
2012 - 2013,011 Anderson County,III,38,,52209,0,0
2012 - 2013,011 Anderson County,III,39,,52209,0,0
2012 - 2013,011 Anderson County,III,40,,52209,0,0
2012 - 2013,011 Anderson County,IV,0,,34436,0,0
2012 - 2013,011 Anderson County,IV,1,,34436,0,0
2012 - 2013,011 Anderson County,IV,2,,34436,0,0
2012 - 2013,011 Anderson County,IV,3,,34436,0,0
2012 - 2013,011 Anderson County,IV,4,,34436,0,0
2012 - 2013,011 Anderson County,IV,5,,34436,0,0
2012 - 2013,011 Anderson County,IV,6,,34436,0,0
2012 - 2013,011 Anderson County,IV,7,,34436,0,0
2012 - 2013,011 Anderson County,IV,8,,34436,0,0
2012 - 2013,011 Anderson County,IV,9,,34436,0,0
2012 - 2013,011 Anderson County,IV,10,,34436,0,0
2012 - 2013,011 Anderson County,IV,11,,34436,0,0
2012 - 2013,011 Anderson County,IV,12,,34436,0,0
2012 - 2013,011 Anderson County,IV,13,,34436,0,0
2012 - 2013,011 Anderson County,IV,14,,34436,0,0
2012 - 2013,011 Anderson County,IV,15,,34436,0,0
2012 - 2013,011 Anderson County,IV,16,,34436,0,0
2012 - 2013,011 Anderson County,IV,17,,34436,0,0
2012 - 2013,011 Anderson County,IV,18,,34436,0,0
2012 - 2013,011 Anderson County,IV,19,,34436,0,0
2012 - 2013,011 Anderson County,IV,20,,34436,0,0
2012 - 2013,011 Anderson County,IV,21,,34436,0,0
2012 - 2013,011 Anderson County,IV,22,,34436,0,0
2012 - 2013,011 Anderson County,IV,23,,34436,0,0
2012 - 2013,011 Anderson County,IV,24,,34436,0,0
2012 - 2013,011 Anderson County,IV,25,,34436,0,0
2012 - 2013,011 Anderson County,IV,26,,34436,0,0
2012 - 2013,011 Anderson County,IV,27,,34436,0,0
2012 - 2013,011 Anderson County,IV,28,,34436,0,0
2012 - 2013,011 Anderson County,IV,29,,34436,0,0
2012 - 2013,011 Anderson County,IV,30,,34436,0,0
2012 - 2013,011 Anderson County,IV,31,,34436,0,0
2012 - 2013,011 Anderson County,IV,32,,34436,0,0
2012 - 2013,011 Anderson County,IV,33,,34436,0,0
2012 - 2013,011 Anderson County,IV,34,,34436,0,0
2012 - 2013,011 Anderson County,IV,35,,34436,0,0
2012 - 2013,011 Anderson County,IV,36,,34436,0,0
2012 - 2013,011 Anderson County,IV,37,,34436,0,0
2012 - 2013,011 Anderson County,IV,38,,34436,0,0
2012 - 2013,011 Anderson County,IV,39,,34436,0,0
2012 - 2013,011 Anderson County,IV,40,,34436,0,0
2012 - 2013,011 Anderson County,V,0,,26364,0,0
2012 - 2013,011 Anderson County,V,1,,26364,0,0
2012 - 2013,011 Anderson County,V,2,,26364,0,0
2012 - 2013,011 Anderson County,V,3,,26364,0,0
2012 - 2013,011 Anderson County,V,4,,26364,0,0
2012 - 2013,011 Anderson County,V,5,,26364,0,0
2012 - 2013,011 Anderson County,V,6,,26364,0,0
2012 - 2013,011 Anderson County,V,7,,26364,0,0
2012 - 2013,011 Anderson County,V,8,,26364,0,0
2012 - 2013,011 Anderson County,V,9,,26364,0,0
2012 - 2013,011 Anderson County,V,10,,26364,0,0
2012 - 2013,011 Anderson County,V,11,,26364,0,0
2012 - 2013,011 Anderson County,V,12,,26364,0,0
2012 - 2013,011 Anderson County,V,13,,26364,0,0
2012 - 2013,011 Anderson County,V,14,,26364,0,0
2012 - 2013,011 Anderson County,V,15,,26364,0,0
2012 - 2013,011 Anderson County,V,16,,26364,0,0
2012 - 2013,011 Anderson County,V,17,,26364,0,0
2012 - 2013,011 Anderson County,V,18,,26364,0,0
2012 - 2013,011 Anderson County,V,19,,26364,0,0
2012 - 2013,011 Anderson County,V,20,,26364,0,0
2012 - 2013,011 Anderson County,V,21,,26364,0,0
2012 - 2013,011 Anderson County,V,22,,26364,0,0
2012 - 2013,011 Anderson County,V,23,,26364,0,0
2012 - 2013,011 Anderson County,V,24,,26364,0,0
2012 - 2013,011 Anderson County,V,25,,26364,0,0
2012 - 2013,011 Anderson County,V,26,,26364,0,0
2012 - 2013,011 Anderson County,V,27,,26364,0,0
2012 - 2013,011 Anderson County,V,28,,26364,0,0
2012 - 2013,011 Anderson County,V,29,,26364,0,0
2012 - 2013,011 Anderson County,V,30,,26364,0,0
2012 - 2013,011 Anderson County,V,31,,26364,0,0
2012 - 2013,011 Anderson County,V,32,,26364,0,0
2012 - 2013,011 Anderson County,V,33,,26364,0,0
2012 - 2013,011 Anderson County,V,34,,26364,0,0
2012 - 2013,011 Anderson County,V,35,,26364,0,0
2012 - 2013,011 Anderson County,V,36,,26364,0,0
2012 - 2013,011 Anderson County,V,37,,26364,0,0
2012 - 2013,011 Anderson County,V,38,,26364,0,0
2012 - 2013,011 Anderson County,V,39,,26364,0,0
2012 - 2013,011 Anderson County,V,40,,26364,0,0
2012 - 2013,012 Ashland Independent,I,0,,43711,0,0
2012 - 2013,012 Ashland Independent,I,1,,44062,0,0
2012 - 2013,012 Ashland Independent,I,2,,44400,0,0
2012 - 2013,012 Ashland Independent,I,3,,44806,0,0
2012 - 2013,012 Ashland Independent,I,4,,45701,0,0
2012 - 2013,012 Ashland Independent,I,5,,46856,0,0
2012 - 2013,012 Ashland Independent,I,6,,47972,0,0
2012 - 2013,012 Ashland Independent,I,7,,48530,0,0
2012 - 2013,012 Ashland Independent,I,8,,48903,0,0
2012 - 2013,012 Ashland Independent,I,9,,49468,0,0
2012 - 2013,012 Ashland Independent,I,10,,52004,0,0
2012 - 2013,012 Ashland Independent,I,11,,53106,0,0
2012 - 2013,012 Ashland Independent,I,12,,54226,0,0
2012 - 2013,012 Ashland Independent,I,13,,54799,0,0
2012 - 2013,012 Ashland Independent,I,14,,55185,0,0
2012 - 2013,012 Ashland Independent,I,15,,55566,0,0
2012 - 2013,012 Ashland Independent,I,16,,55945,0,0
2012 - 2013,012 Ashland Independent,I,17,,56647,0,0
2012 - 2013,012 Ashland Independent,I,18,,57026,0,0
2012 - 2013,012 Ashland Independent,I,19,,57410,0,0
2012 - 2013,012 Ashland Independent,I,20,,57790,0,0
2012 - 2013,012 Ashland Independent,I,21,,58873,0,0
2012 - 2013,012 Ashland Independent,I,22,,59572,0,0
2012 - 2013,012 Ashland Independent,I,23,,59940,0,0
2012 - 2013,012 Ashland Independent,I,24,,60317,0,0
2012 - 2013,012 Ashland Independent,I,25,,60684,0,0
2012 - 2013,012 Ashland Independent,I,26,,61052,0,0
2012 - 2013,012 Ashland Independent,I,27,,61783,0,0
2012 - 2013,012 Ashland Independent,I,28,,61783,0,0
2012 - 2013,012 Ashland Independent,I,29,,61783,0,0
2012 - 2013,012 Ashland Independent,I,30,,61783,0,0
2012 - 2013,012 Ashland Independent,I,31,,61783,0,0
2012 - 2013,012 Ashland Independent,I,32,,61783,0,0
2012 - 2013,012 Ashland Independent,I,33,,61783,0,0
2012 - 2013,012 Ashland Independent,I,34,,61783,0,0
2012 - 2013,012 Ashland Independent,I,35,,61783,0,0
2012 - 2013,012 Ashland Independent,I,36,,61783,0,0
2012 - 2013,012 Ashland Independent,I,37,,61783,0,0
2012 - 2013,012 Ashland Independent,I,38,,61783,0,0
2012 - 2013,012 Ashland Independent,I,39,,61783,0,0
2012 - 2013,012 Ashland Independent,I,40,,61783,0,0
2012 - 2013,012 Ashland Independent,II,0,,39251,0,0
2012 - 2013,012 Ashland Independent,II,1,,39595,0,0
2012 - 2013,012 Ashland Independent,II,2,,39963,0,0
2012 - 2013,012 Ashland Independent,II,3,,40465,0,0
2012 - 2013,012 Ashland Independent,II,4,,41464,0,0
2012 - 2013,012 Ashland Independent,II,5,,42715,0,0
2012 - 2013,012 Ashland Independent,II,6,,43713,0,0
2012 - 2013,012 Ashland Independent,II,7,,44081,0,0
2012 - 2013,012 Ashland Independent,II,8,,44451,0,0
2012 - 2013,012 Ashland Independent,II,9,,45073,0,0
2012 - 2013,012 Ashland Independent,II,10,,47640,0,0
2012 - 2013,012 Ashland Independent,II,11,,48782,0,0
2012 - 2013,012 Ashland Independent,II,12,,49605,0,0
2012 - 2013,012 Ashland Independent,II,13,,50207,0,0
2012 - 2013,012 Ashland Independent,II,14,,50591,0,0
2012 - 2013,012 Ashland Independent,II,15,,50976,0,0
2012 - 2013,012 Ashland Independent,II,16,,51355,0,0
2012 - 2013,012 Ashland Independent,II,17,,52057,0,0
2012 - 2013,012 Ashland Independent,II,18,,52437,0,0
2012 - 2013,012 Ashland Independent,II,19,,52817,0,0
2012 - 2013,012 Ashland Independent,II,20,,53200,0,0
2012 - 2013,012 Ashland Independent,II,21,,54206,0,0
2012 - 2013,012 Ashland Independent,II,22,,54804,0,0
2012 - 2013,012 Ashland Independent,II,23,,55173,0,0
2012 - 2013,012 Ashland Independent,II,24,,55549,0,0
